Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Madrid R32,L vs Zverev,0.84,0.54,37.5,3.3,0.0%,52.2%,0.0%,45.5%,19.2%,47.8%
2019 Madrid R64,W vs Bautista Agut,1.28,1.20,69.0,2.4,3.5%,59.6%,0.0%,61.1%,32.7%,42.9%
2019 Barcelona R16,L vs Nadal,0.81,0.68,45.7,2.2,5.7%,60.0%,0.0%,50.0%,37.5%,37.9%
2019 Barcelona R32,W vs Pouille,1.13,1.80,35.1,2.3,4.0%,68.0%,4.3%,65.2%,57.6%,48.4%
2019 Barcelona R64,W vs Zverev,1.11,2.26,32.6,2.0,0.0%,72.7%,0.0%,77.3%,56.7%,44.8%
2019 Miami R32,L vs Tiafoe,0.84,0.82,58.5,4.6,8.5%,70.2%,12.5%,57.5%,34.6%,35.4%
2019 Miami R64,W vs Zverev,1.12,1.19,65.7,5.0,0.0%,69.8%,0.0%,46.3%,35.3%,53.1%
2019 Miami R128,W vs Querrey,1.27,1.81,36.7,2.3,0.0%,67.7%,0.0%,65.4%,50.0%,44.8%
2019 Acapulco R16,L vs Zverev,0.95,0.60,43.9,3.6,0.0%,56.3%,0.0%,51.9%,24.2%,34.5%
2019 Acapulco R32,W vs Sandgren,1.33,1.24,62.2,2.5,0.0%,66.7%,5.0%,70.0%,22.5%,36.8%
2019 Buenos Aires R16,L vs Ramos,0.72,0.80,62.7,21.5,-,58.5%,-,62.2%,42.4%,46.3%
2019 Buenos Aires R32,W vs Jaziri,0.93,1.21,72.0,2.9,0.0%,65.0%,2.8%,61.1%,37.8%,58.5%
2019 Auckland R32,W vs Haase,1.04,2.19,30.5,2.1,14.3%,81.0%,0.0%,63.2%,60.0%,55.6%
2018 Monterrey CH F,W vs Karlovic,1.20,2.02,40.1,2.0,0.0%,78.6%,11.1%,77.8%,23.5%,51.6%
2018 Monterrey CH QF,W vs Ofner,1.01,1.34,54.8,2.1,13.8%,72.4%,11.1%,55.6%,35.1%,59.5%
2018 Monterrey CH R16,W vs Cid,0.93,1.33,61.9,2.4,2.3%,72.7%,7.7%,69.2%,41.8%,40.4%
2018 Monterrey CH R32,W vs Kokkinakis,1.08,1.76,43.0,2.3,7.4%,81.5%,4.5%,50.0%,62.5%,42.9%
2018 Cincinnati R64,L vs Paire,0.87,0.59,35.6,2.0,0.0%,32.1%,0.0%,56.0%,35.7%,40.7%
2018 Canada R64,L vs Klahn,0.88,0.72,51.9,2.8,2.9%,54.3%,3.2%,67.7%,25.0%,39.4%
2018 Hamburg R32,L vs Molleker,0.91,0.86,66.1,2.4,3.6%,60.7%,4.0%,68.0%,33.3%,34.5%
2019 (13 matches),,1.02,1.13,53.7,2.9,2.6%,64.7%,2.1%,59.4%,38.6%,45.2%
2018 (30 matches),,1.00,0.98,52.7,2.5,2.5%,58.8%,2.9%,60.4%,38.5%,41.0%
2017 (44 matches),,1.00,1.04,54.7,2.7,3.2%,63.0%,2.6%,61.0%,39.5%,39.3%
2016 (51 matches),,1.03,1.15,51.8,2.8,3.4%,65.1%,3.1%,61.4%,40.5%,41.5%
2015 (43 matches),,1.03,1.23,43.7,2.6,2.4%,65.3%,2.9%,63.6%,41.4%,43.8%
Career (480 matches),,1.03,1.18,48.2,2.6,2.5%,64.5%,2.3%,62.5%,41.0%,42.4%
