Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Madrid R32,L vs Zverev,59.2%,37.9%,6.1%,1/2,2.32,0.0%,60.0%,38.9%,3.3%,2.28,0.0%,78.6%,36.4%,14.3%,2.42,0.0%
2019 Madrid R64,W vs Bautista Agut,69.2%,52.4%,2.2%,0/2,2.15,5.6%,61.8%,47.1%,3.6%,2.19,10.0%,82.9%,58.6%,0.0%,2.10,0.0%
2019 Barcelona R16,L vs Nadal,83.6%,43.1%,1.6%,1/0,2.14,4.1%,79.5%,45.7%,2.3%,2.23,6.3%,100.0%,37.5%,0.0%,1.97,0.0%
2019 Miami R64,W vs Zverev,59.0%,54.2%,2.0%,1/1,2.10,3.9%,61.8%,50.0%,1.8%,2.22,6.4%,75.8%,60.0%,3.0%,1.90,0.0%
2019 Acapulco R16,L vs Zverev,50.0%,38.7%,1.6%,1/0,2.00,2.1%,54.1%,40.0%,0.0%,1.88,3.7%,57.9%,36.4%,5.3%,2.14,0.0%
2018 Monterrey CH F,W vs Karlovic,63.1%,51.2%,6.2%,3/1,2.57,67.7%,59.5%,40.0%,4.8%,2.24,76.2%,80.0%,68.8%,10.0%,3.20,50.0%
2018 Davis Cup World Group QF RR,W vs Kohlschreiber,76.1%,49.7%,7.4%,10/4,2.24,5.8%,74.2%,53.9%,7.5%,2.32,9.4%,83.1%,42.6%,7.7%,2.10,0.0%
2018 Davis Cup World Group QF RR,L vs Zverev,71.8%,52.9%,1.4%,0/1,2.45,2.9%,73.8%,61.3%,0.0%,2.47,4.5%,80.0%,40.0%,4.0%,2.42,0.0%
2018 Miami R32,L vs Zverev,65.2%,51.2%,1.5%,1/0,2.47,3.3%,54.8%,43.5%,2.4%,2.29,6.9%,90.9%,60.0%,0.0%,2.63,0.0%
2018 Indian Wells R32,L vs Del Potro,58.2%,38.5%,4.5%,0/3,2.45,7.3%,51.1%,26.1%,0.0%,2.48,14.3%,80.0%,56.3%,15.0%,2.43,0.0%
2018 Acapulco R16,L vs Del Potro,68.3%,46.4%,5.9%,3/3,2.52,18.0%,62.5%,37.1%,7.1%,2.48,31.4%,85.0%,55.9%,5.0%,2.56,0.0%
2018 Rotterdam R32,L vs Zverev,66.7%,59.1%,0.0%,0/0,2.52,6.4%,64.4%,55.2%,0.0%,2.54,8.6%,75.0%,66.7%,0.0%,2.46,0.0%
2017 Paris R64,L vs Mannarino,72.3%,46.8%,4.6%,0/3,2.49,2.0%,65.8%,48.0%,0.0%,2.38,4.0%,84.6%,45.5%,11.5%,2.60,0.0%
2017 Cincinnati SF,L vs Kyrgios,57.6%,42.9%,1.2%,0/1,2.49,1.6%,41.7%,25.0%,0.0%,2.43,2.4%,87.9%,55.2%,3.0%,2.58,0.0%
2017 Canada R16,L vs Federer,60.8%,56.5%,2.0%,1/1,2.65,44.1%,51.7%,58.1%,1.7%,2.61,50.0%,81.6%,54.8%,2.6%,2.72,34.8%
2017 Bastad F,W vs Dolgopolov,78.4%,51.7%,2.7%,1/1,-,14.6%,76.5%,59.0%,2.0%,-,18.2%,90.5%,36.8%,4.8%,-,0.0%
2017 Bastad SF,W vs Verdasco,74.8%,50.0%,0.0%,0/0,2.40,6.6%,71.9%,51.2%,0.0%,2.49,10.0%,88.6%,48.7%,0.0%,2.24,0.0%
2017 Madrid R16,L vs Nishikori,84.3%,37.2%,2.0%,1/0,2.27,2.9%,83.9%,30.8%,0.0%,2.28,4.3%,85.0%,47.1%,5.0%,2.25,0.0%
2017 Estoril SF,L vs Carreno Busta,77.8%,40.8%,1.6%,1/0,2.45,11.9%,81.8%,38.9%,0.0%,2.61,18.2%,68.4%,46.2%,5.3%,2.28,5.0%
2017 Estoril R16,W vs Ferreira Silva,78.6%,59.1%,0.0%,0/0,2.75,5.0%,75.0%,50.0%,0.0%,2.77,8.3%,100.0%,78.6%,0.0%,2.72,0.0%
Career (126 matches),,70.7%,49.0%,2.6%,46.3%,2.30,13.6%,66.3%,44.6%,1.8%,2.26,17.7%,85.5%,55.0%,4.3%,2.35,7.2%
