Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Madrid R32,L vs Zverev,13% (1/8),100% (1/1),0/4,56% (5/9),0% (0/5),1/1,0/0,0/1,0/0,0/1
2019 Madrid R64,W vs Bautista Agut,33% (5/15),80% (4/5),2/2,40% (6/15),50% (3/6),3/4,2/2,0/1,1/1,0/0
2019 Barcelona R16,L vs Nadal,33% (3/9),33% (1/3),0/3,44% (4/9),0% (0/4),0/1,0/0,1/2,0/0,0/1
2019 Barcelona R32,W vs Pouille,63% (5/8),100% (5/5),1/1,25% (2/8),50% (1/2),3/4,1/2,0/0,1/1,0/0
2019 Barcelona R64,W vs Zverev,75% (6/8),67% (4/6),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,0/0,0/0
2019 Miami R32,L vs Tiafoe,20% (3/15),67% (2/3),0/3,33% (5/15),20% (1/5),2/2,1/1,2/3,0/0,0/1
2019 Miami R64,W vs Zverev,60% (9/15),56% (5/9),1/3,36% (5/14),20% (1/5),3/4,1/1,1/2,0/0,1/1
2019 Miami R128,W vs Querrey,63% (5/8),80% (4/5),1/1,44% (4/9),75% (3/4),3/4,2/2,0/0,1/1,0/0
2019 Acapulco R16,L vs Zverev,20% (2/10),50% (1/2),0/3,56% (5/9),40% (2/5),1/1,0/0,1/1,0/0,1/1
2019 Acapulco R32,W vs Sandgren,25% (3/12),33% (1/3),0/1,17% (2/12),50% (1/2),1/1,0/0,3/3,0/0,0/0
2019 Buenos Aires R16,L vs Ramos,35% (6/17),100% (6/6),2/5,33% (5/15),0% (0/5),5/5,0/0,2/3,0/0,2/3
2019 Buenos Aires R32,W vs Jaziri,64% (7/11),71% (5/7),2/3,40% (4/10),25% (1/4),2/4,0/1,0/0,0/1,0/0
2019 Auckland R32,W vs Haase,88% (7/8),86% (6/7),1/1,14% (1/7),0% (0/1),4/5,1/1,0/0,0/0,0/0
2018 Monterrey CH F,W vs Karlovic,44% (4/9),50% (2/4),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2018 Monterrey CH QF,W vs Ofner,60% (6/10),83% (5/6),1/2,44% (4/9),50% (2/4),1/3,0/0,0/0,0/0,0/0
2018 Monterrey CH R16,W vs Cid,50% (7/14),71% (5/7),0/1,21% (3/14),67% (2/3),4/4,1/1,2/2,0/0,0/0
2018 Monterrey CH R32,W vs Kokkinakis,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),4/4,1/1,0/0,0/0,0/0
2018 Cincinnati R64,L vs Paire,38% (3/8),33% (1/3),1/5,75% (6/8),17% (1/6),0/1,0/0,0/0,0/0,0/0
2018 Canada R64,L vs Klahn,18% (2/11),100% (2/2),0/3,36% (4/11),25% (1/4),1/2,0/0,3/3,0/0,1/1
2018 Hamburg R32,L vs Molleker,35% (6/17),33% (2/6),0/2,25% (4/16),25% (1/4),2/2,1/1,3/4,0/0,2/2
2019 (13 matches),,43.1%,72.6%,33.3%,35.0%,28.6%,79.5%,81.8%,62.5%,75.0%,50.0%
2018 (30 matches),,39.6%,67.1%,28.7%,39.1%,28.1%,72.7%,68.0%,76.7%,70.0%,71.4%
2017 (44 matches),,37.8%,66.8%,26.8%,35.5%,33.2%,76.3%,75.5%,72.1%,71.4%,73.1%
2016 (51 matches),,40.5%,72.6%,25.8%,32.6%,35.1%,79.2%,86.2%,76.4%,94.7%,88.2%
2015 (43 matches),,43.5%,76.3%,29.0%,29.9%,35.8%,86.1%,74.6%,56.7%,68.0%,50.0%
Career (480 matches),,42.8%,72.9%,30.2%,31.8%,34.1%,81.2%,82.2%,75.1%,86.1%,66.7%
