Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Madrid R32,L vs Zverev,0.0%,-,7.4%,71.4%,5.0%,9.1%,0.0%,6.0%,15.4%,2.1%,25.0%,-109,-106
2019 Madrid R64,W vs Bautista Agut,2.8%,100.0%,7.9%,81.3%,9.3%,11.0%,8.7%,5.0%,35.7%,0.7%,0.0%,-43,-45
2019 Barcelona R16,L vs Nadal,3.1%,100.0%,10.2%,53.8%,9.4%,14.3%,4.5%,10.0%,15.8%,2.4%,42.9%,-16,-14
2019 Miami R64,W vs Zverev,0.0%,-,13.6%,84.0%,7.3%,13.3%,0.0%,4.2%,13.0%,2.0%,62.5%,-74,-74
2019 Acapulco R16,L vs Zverev,1.7%,100.0%,6.6%,62.5%,7.6%,23.5%,0.0%,2.4%,14.3%,0.9%,100.0%,-77,-54
2018 Monterrey CH F,W vs Karlovic,3.9%,50.0%,8.3%,80.0%,50.0%,54.5%,50.0%,46.2%,60.0%,0.0%,-,83,71
2018 Davis Cup World Group QF RR,W vs Kohlschreiber,0.0%,-,4.9%,72.2%,14.6%,11.9%,20.7%,7.7%,18.2%,1.3%,66.7%,-58,-53
2018 Davis Cup World Group QF RR,L vs Zverev,1.2%,100.0%,10.3%,68.8%,6.8%,5.6%,5.9%,0.7%,0.0%,1.8%,28.6%,-82,-78
2018 Miami R32,L vs Zverev,0.0%,-,12.4%,77.8%,6.7%,6.7%,21.4%,2.9%,33.3%,0.5%,50.0%,-121,-101
2018 Indian Wells R32,L vs Del Potro,0.0%,-,4.7%,57.1%,6.9%,4.7%,0.0%,4.4%,25.0%,0.4%,100.0%,-83,-50
2018 Acapulco R16,L vs Del Potro,3.8%,66.7%,10.0%,83.3%,16.4%,13.5%,13.3%,12.1%,44.4%,0.6%,50.0%,-41,-41
2018 Rotterdam R32,L vs Zverev,0.0%,-,14.6%,57.9%,5.7%,3.6%,0.0%,4.7%,25.0%,0.0%,-,-52,-45
2017 Paris R64,L vs Mannarino,0.0%,-,12.7%,82.4%,13.2%,13.3%,12.9%,6.9%,30.0%,0.0%,-,5,21
2017 Cincinnati SF,L vs Kyrgios,0.0%,-,13.5%,69.6%,10.9%,16.7%,10.5%,14.5%,60.0%,0.4%,100.0%,-29,-31
2017 Canada R16,L vs Federer,0.0%,-,2.7%,80.0%,9.9%,14.9%,4.0%,16.4%,50.0%,0.7%,0.0%,-9,-5
2017 Bastad F,W vs Dolgopolov,0.0%,-,4.3%,33.3%,14.4%,11.5%,0.0%,3.6%,50.0%,0.4%,100.0%,-102,-75
2017 Bastad SF,W vs Verdasco,0.0%,-,8.3%,75.0%,11.1%,24.0%,19.0%,6.3%,8.7%,1.2%,50.0%,-57,-42
2017 Madrid R16,L vs Nishikori,0.0%,-,6.8%,42.9%,5.9%,5.3%,0.0%,1.5%,0.0%,0.5%,100.0%,-141,-96
2017 Estoril SF,L vs Carreno Busta,1.9%,100.0%,5.8%,28.6%,8.2%,11.1%,12.5%,2.6%,30.0%,0.7%,50.0%,-105,-83
2017 Estoril R16,W vs Ferreira Silva,0.0%,-,13.8%,80.0%,7.3%,3.1%,0.0%,5.4%,9.1%,0.4%,0.0%,-43,-39
Career (126 matches),,0.3%,75.0%,9.1%,71.0%,9.6%,11.5%,6.8%,4.7%,19.4%,0.7%,36.6%,-69,-63
