Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Madrid R32,L vs Zverev,13.3%,13.3%,43.2%,20.0%,7.4%,7.4%,48.0%,18.5%,46.7%,16.7%,50.0%,25.0%,25.0%,33.3%,89
2019 Madrid R64,W vs Bautista Agut,16.2%,28.8%,55.1%,22.3%,20.6%,38.1%,56.0%,31.3%,48.4%,28.1%,75.0%,11.4%,18.2%,53.8%,-3
2019 Barcelona R16,L vs Nadal,19.4%,26.9%,49.0%,25.8%,23.8%,35.7%,43.8%,34.0%,57.9%,26.1%,33.3%,15.0%,15.0%,58.8%,14
2019 Miami R64,W vs Zverev,7.1%,14.3%,56.6%,12.1%,11.3%,22.6%,51.1%,19.2%,64.0%,28.6%,33.3%,0.0%,0.0%,65.5%,-118
2019 Acapulco R16,L vs Zverev,15.3%,25.4%,47.9%,21.4%,25.0%,41.7%,51.9%,35.0%,52.6%,11.8%,0.0%,0.0%,0.0%,42.9%,-118
2018 Monterrey CH F,W vs Karlovic,38.2%,58.2%,71.0%,50.0%,41.7%,61.1%,81.0%,59.7%,7.1%,36.4%,-,37.5%,62.5%,50.0%,160
2018 Davis Cup World Group QF RR,W vs Kohlschreiber,20.8%,31.1%,52.5%,28.0%,25.4%,36.0%,51.8%,37.0%,25.9%,10.0%,12.5%,14.3%,25.4%,53.7%,25
2018 Davis Cup World Group QF RR,L vs Zverev,4.8%,6.0%,38.6%,6.8%,4.3%,6.5%,38.6%,8.0%,27.3%,29.2%,22.2%,7.1%,7.1%,38.5%,-60
2018 Miami R32,L vs Zverev,13.9%,20.3%,54.1%,17.2%,23.7%,34.2%,58.6%,30.5%,42.1%,31.6%,50.0%,5.9%,8.8%,50.0%,-64
2018 Indian Wells R32,L vs Del Potro,32.5%,38.6%,50.9%,36.4%,40.4%,48.9%,53.6%,47.2%,21.1%,25.0%,22.2%,22.9%,25.7%,48.1%,-37
2018 Acapulco R16,L vs Del Potro,21.5%,38.0%,60.7%,30.1%,25.5%,46.8%,60.0%,40.0%,25.0%,43.5%,50.0%,16.1%,25.8%,61.5%,-32
2018 Rotterdam R32,L vs Zverev,20.3%,23.4%,38.3%,24.7%,23.9%,28.3%,40.0%,30.0%,39.1%,30.4%,50.0%,14.3%,14.3%,33.3%,4
2017 Paris R64,L vs Mannarino,14.5%,21.7%,52.9%,17.7%,24.2%,30.3%,56.0%,30.9%,40.0%,27.8%,20.0%,7.1%,17.9%,50.0%,-57
2017 Cincinnati SF,L vs Kyrgios,19.8%,31.4%,65.6%,28.4%,18.0%,38.0%,70.7%,32.8%,38.1%,31.0%,-,25.0%,25.0%,54.2%,120
2017 Canada R16,L vs Federer,23.5%,32.9%,50.8%,27.1%,25.0%,37.5%,55.6%,31.3%,26.1%,36.0%,20.0%,25.8%,32.3%,43.5%,120
2017 Bastad F,W vs Dolgopolov,34.8%,45.5%,51.2%,41.2%,28.3%,41.3%,57.6%,37.4%,21.7%,8.7%,0.0%,55.6%,61.1%,25.0%,72
2017 Bastad SF,W vs Verdasco,23.5%,34.1%,63.9%,27.6%,28.6%,41.1%,62.5%,34.8%,34.6%,30.0%,0.0%,16.0%,24.0%,66.7%,34
2017 Madrid R16,L vs Nishikori,26.9%,30.8%,42.9%,30.0%,32.4%,38.2%,47.8%,37.1%,41.2%,29.4%,0.0%,20.0%,20.0%,33.3%,65
2017 Estoril SF,L vs Carreno Busta,19.3%,28.1%,52.4%,23.7%,26.7%,43.3%,72.7%,35.0%,36.4%,36.8%,33.3%,13.0%,13.0%,30.0%,4
2017 Estoril R16,W vs Ferreira Silva,20.8%,26.4%,62.5%,28.1%,29.4%,38.2%,70.8%,40.9%,43.8%,22.2%,100.0%,5.9%,5.9%,50.0%,-60
Career (126 matches),,19.4%,27.1%,51.0%,24.7%,23.6%,33.9%,54.1%,32.3%,44.6%,37.0%,37.0%,14.1%,17.9%,46.1%,23
