Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2025,1517,3,,,,,,,,,,,,
2024,799,28,,,,,,,,,52,1630,,
2023,248,243,235,1514,209,1481,189,1502,,,,,,
2022,387,119,,,,,,,,,,,,
2021,271,213,256,1478,227,1449,210,1474,235,1355,,,,
2020,163,389,,,,,,,,,189,398,,
2019,132,421,134,1636,144,1571,100,1622,192,1440,143,523,,
2018,79,682,133,1641,148,1559,100,1622,185,1446,117,690,,
2017,193,265,153,1603,157,1543,123,1588,,,160,447,,
2016,111,528,135,1625,143,1569,111,1615,178,1463,302,226,,
2015,267,195,186,1553,189,1500,149,1541,189,1450,206,349,,
2014,188,268,170,1577,192,1505,146,1561,166,1453,210,362,,
2013,145,393,170,1586,226,1451,130,1588,153,1487,210,324,,
2012,173,297,261,1462,227,1447,238,1441,,,275,240,,
2011,400,97,,,,,,,,,232,282,,
2010,645,29,,,,,,,,,1467,6,,
2009,883,12,,,,,,,,,955,24,,
2008,1353,3,,,,,,,,,,,,
