Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,5,9,35.7%,13-24,35.1%,160-199,44.6%,3-2,60.0%,14,68.2%,21.2%,5.8%,6.0%,56.6%,69.8%,43.4%,58.3%,35.9%,47.6%,0.86
Clay,22,6,16,27.3%,18-38,32.1%,230-292,44.1%,2-6,25.0%,22,69.7%,19.6%,3.8%,5.5%,62.5%,66.1%,47.2%,59.0%,35.8%,47.3%,0.87
Grass,4,1,3,25.0%,4-8,33.3%,63-70,47.4%,2-3,40.0%,4,87.7%,7.6%,5.7%,5.5%,63.9%,72.9%,51.9%,65.3%,27.7%,47.5%,0.80
Grand Slams,9,1,8,11.1%,7-26,21.2%,132-184,41.8%,1-6,14.3%,9,73.5%,12.0%,5.9%,5.8%,58.7%,69.9%,44.8%,59.6%,31.0%,45.8%,0.77
Masters,5,2,3,40.0%,5-6,45.5%,53-61,46.5%,2-0,100.0%,5,63.6%,28.1%,4.0%,5.3%,56.9%,66.8%,43.2%,56.6%,42.3%,49.6%,0.97
Other Tours,26,9,17,34.6%,23-38,37.7%,268-316,45.9%,4-5,44.4%,26,71.9%,20.3%,4.3%,5.7%,62.4%,67.7%,47.8%,60.2%,35.3%,47.9%,0.89
Best of 5,9,1,8,11.1%,7-26,21.2%,132-184,41.8%,1-6,14.3%,9,73.5%,12.0%,5.9%,5.8%,58.7%,69.9%,44.8%,59.6%,31.0%,45.8%,0.77
Best of 3,31,11,20,35.5%,28-44,38.9%,321-377,46.0%,6-5,54.5%,31,70.6%,21.6%,4.3%,5.7%,61.5%,67.5%,46.9%,59.6%,36.5%,48.2%,0.90
vs Righties,34,11,23,32.4%,31-57,35.2%,379-466,44.9%,6-8,42.9%,34,70.0%,20.4%,4.9%,5.7%,60.9%,67.9%,45.2%,59.0%,35.8%,47.6%,0.88
vs Lefties,6,1,5,16.7%,4-13,23.5%,74-95,43.8%,1-3,25.0%,6,79.3%,9.5%,4.4%,5.8%,59.0%,70.1%,51.1%,62.3%,29.5%,46.4%,0.78
vs Top 10,2,0,2,0.0%,1-4,20.0%,23-29,44.2%,0-1,0.0%,2,68.0%,23.1%,0.6%,5.5%,65.0%,66.0%,40.4%,57.1%,35.0%,46.3%,0.82
