Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Newport R16,L vs Zverev,0.95,0.40,34.0,2.1,-,72.2%,-,48.5%,16.0%,16.7%
2019 Newport R32,W vs Karlovic,1.16,1.28,72.9,2.5,-,77.8%,-,69.2%,23.3%,35.0%
2019 Wimbledon R128,L vs Djere,0.96,0.79,47.0,3.9,2.7%,67.1%,4.3%,59.4%,37.3%,22.6%
2019 Roland Garros R128,L vs Pella,0.86,0.71,30.8,2.6,1.5%,55.2%,1.7%,61.7%,33.9%,35.2%
2019 Estoril R16,L vs Tsitsipas,0.86,0.59,40.1,2.0,0.0%,51.5%,0.0%,56.7%,25.0%,39.3%
2019 Estoril R32,W vs Dellien,1.20,1.89,36.8,2.0,0.0%,61.5%,4.2%,79.2%,48.3%,46.2%
2019 Barcelona R64,L vs Jaziri,1.06,0.86,67.5,6.5,0.0%,55.2%,1.7%,56.9%,35.7%,36.0%
2019 Barcelona Q2,L vs Sousa,0.90,0.74,47.3,2.6,8.3%,55.6%,0.0%,36.4%,41.4%,46.4%
2019 Barcelona Q1,W vs Robredo,1.12,1.15,89.2,9.5,0.0%,54.7%,0.0%,61.5%,44.6%,41.2%
2019 Monte Carlo R64,L vs Goffin,0.87,0.61,38.9,2.1,0.0%,43.8%,0.0%,58.1%,33.3%,35.7%
2019 Marrakech R16,L vs Simon,1.03,0.57,38.8,2.1,0.0%,44.0%,4.2%,45.8%,25.0%,36.4%
2019 Marrakech R32,W vs Ramos,1.36,1.48,48.2,2.0,10.3%,66.7%,0.0%,72.7%,35.5%,31.0%
2019 Miami R64,L vs Fognini,0.98,0.89,75.3,5.1,5.8%,50.0%,4.1%,53.1%,39.6%,48.9%
2019 Miami R128,W vs Kukushkin,1.05,1.39,59.4,2.7,8.6%,62.9%,5.7%,71.4%,42.9%,44.1%
2019 Phoenix CH SF,L vs Berrettini,1.09,0.53,57.8,2.4,0.0%,56.1%,0.0%,56.8%,22.6%,19.2%
2019 Phoenix CH QF,W vs Millman,1.18,1.31,65.8,3.0,10.4%,66.7%,4.8%,57.1%,40.0%,44.4%
2019 Phoenix CH R16,W vs Ito,1.08,1.20,70.0,6.2,12.5%,62.5%,4.7%,55.8%,43.2%,47.5%
2019 Phoenix CH R32,W vs Arnaboldi,0.92,1.25,57.3,8.3,4.4%,64.4%,0.0%,61.4%,57.1%,42.0%
2019 Indian Wells R64,L vs Djere,0.74,0.60,41.0,2.1,0.0%,53.3%,0.0%,55.6%,53.3%,18.5%
2019 Indian Wells R128,W vs Ivashka,1.04,1.26,60.7,2.5,4.7%,60.5%,4.8%,59.5%,46.3%,51.3%
2019 (29 matches),,1.01,0.92,54.3,2.9,3.7%,58.3%,2.7%,59.3%,37.4%,37.0%
2018 (63 matches),,1.04,1.08,54.6,3.0,4.1%,60.1%,3.8%,61.7%,40.2%,40.6%
2017 (40 matches),,1.01,1.07,53.7,2.8,4.1%,62.8%,3.9%,60.6%,42.5%,38.0%
2016 (60 matches),,1.04,1.18,54.9,2.8,3.7%,63.1%,3.2%,61.8%,43.2%,42.4%
2015 (20 matches),,0.98,1.10,50.5,2.6,2.6%,65.3%,4.0%,60.2%,40.3%,42.8%
Career (302 matches),,1.02,1.08,54.3,2.8,3.6%,61.7%,3.5%,61.1%,40.8%,40.7%
