Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,13,7,6,53.8%,10,3,7,30.0%,2011,2017,R32,13,0.92,10.3%,5.3%,63.4%,72.5%,47.4%,63.3%,33.9%,65.6%,40.7%
Roland Garros,6,Clay,13,7,6,53.8%,8,6,2,75.0%,2011,2017,R32,13,1.03,8.6%,6.5%,61.8%,73.0%,51.7%,64.9%,36.3%,63.5%,39.5%
Wimbledon,6,Grass,22,16,6,72.7%,16,11,5,68.8%,2011,2017,SF,16,1.06,12.0%,5.9%,61.5%,80.8%,51.4%,69.5%,32.3%,69.0%,31.9%
US Open,8,Hard,12,4,8,33.3%,5,3,2,60.0%,2009,2016,R64,9,0.84,7.5%,7.6%,58.8%,68.9%,49.2%,60.8%,33.0%,58.1%,32.3%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2016,2016,R64,1,0.78,3.6%,7.1%,68.8%,70.1%,45.7%,62.5%,29.2%,71.4%,37.5%
Davis Cup,9,,33,22,11,66.7%,20,15,5,75.0%,2008,2020,,0,,,,,,,,,,
Paris Masters,4,Hard,13,9,4,69.2%,6,6,0,100.0%,2012,2015,F,11,1.26,16.2%,5.2%,61.3%,81.1%,55.0%,71.0%,36.5%,61.8%,36.7%
Stockholm,4,Hard,10,6,4,60.0%,6,1,5,16.7%,2009,2017,QF,7,1.26,14.7%,4.1%,63.1%,81.0%,58.0%,72.5%,34.7%,60.0%,46.3%
Cincinnati Masters,4,Hard,9,5,4,55.6%,1,1,0,100.0%,2012,2015,R16,9,1.00,12.3%,9.1%,59.6%,76.9%,45.6%,64.2%,35.7%,61.2%,40.5%
Madrid Masters,4,Clay,5,1,4,20.0%,3,1,2,33.3%,2013,2017,R32,5,0.87,11.4%,5.2%,66.1%,74.2%,47.4%,65.1%,30.3%,66.7%,22.7%
Winston-Salem,3,Hard,11,8,3,72.7%,5,3,2,60.0%,2012,2015,F,11,1.15,9.0%,7.0%,58.3%,76.5%,52.7%,66.6%,38.3%,69.9%,38.6%
Marseille,3,Hard,8,5,3,62.5%,4,2,2,50.0%,2009,2015,QF,5,1.02,14.7%,2.9%,67.9%,75.6%,54.2%,68.7%,31.9%,74.1%,25.0%
