Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,127,67,60,52.8%,185-164,53.0%,1765-1747,50.3%,38-33,53.5%,102,81.8%,17.0%,12.0%,6.1%,61.4%,74.6%,49.7%,65.0%,34.1%,49.6%,0.97
Clay,39,14,25,35.9%,41-58,41.4%,472-530,47.1%,9-10,47.4%,37,76.7%,17.3%,8.2%,6.2%,62.2%,71.5%,46.9%,62.2%,34.6%,48.5%,0.92
Grass,26,16,10,61.5%,49-39,55.7%,462-437,51.4%,10-9,52.6%,26,87.8%,15.1%,11.3%,5.8%,63.7%,78.5%,50.2%,68.2%,32.3%,50.4%,1.02
Carpet,6,5,1,83.3%,14-4,77.8%,102-70,59.3%,4-0,100.0%,0,,,,,,,,,,,
Grand Slams,42,23,19,54.8%,81-79,50.6%,794-816,49.3%,18-14,56.3%,42,82.3%,16.4%,10.3%,6.3%,62.2%,74.8%,48.9%,65.0%,33.7%,49.4%,0.96
Masters,45,20,25,44.4%,47-59,44.3%,520-567,47.8%,12-11,52.2%,45,79.9%,16.2%,11.4%,6.8%,59.8%,74.9%,48.1%,64.2%,34.4%,49.2%,0.96
Other Tours,78,37,41,47.4%,92-93,49.7%,931-936,49.9%,16-22,42.1%,78,82.8%,17.2%,11.5%,5.4%,63.1%,74.5%,50.1%,65.5%,33.6%,49.8%,0.98
Best of 5,68,39,29,57.4%,137-110,55.5%,1257-1217,50.8%,31-18,63.3%,42,82.3%,16.4%,10.3%,6.3%,62.2%,74.8%,48.9%,65.0%,33.7%,49.4%,0.96
Best of 3,130,63,67,48.5%,152-155,49.5%,1544-1567,49.6%,30-34,46.9%,123,81.7%,16.8%,11.5%,5.9%,61.9%,74.7%,49.3%,65.0%,33.9%,49.6%,0.97
Finals,3,0,3,0.0%,1-4,20.0%,24-29,45.3%,0-1,0.0%,3,77.8%,10.7%,14.4%,5.9%,62.1%,74.7%,51.7%,66.0%,31.4%,46.8%,0.92
Semi-finals,5,3,2,60.0%,7-7,50.0%,76-75,50.3%,2-2,50.0%,5,82.4%,17.8%,12.4%,5.4%,62.7%,76.0%,50.0%,66.3%,32.4%,49.9%,0.96
Quarter-finals,14,5,9,35.7%,15-19,44.1%,163-176,48.1%,2-3,40.0%,14,82.5%,16.2%,13.8%,5.4%,63.4%,75.3%,48.7%,65.5%,33.0%,49.3%,0.96
vs Righties,172,90,82,52.3%,256-233,52.4%,2460-2455,50.1%,54-43,55.7%,143,82.1%,16.4%,11.4%,6.1%,62.1%,74.7%,49.3%,65.1%,33.8%,49.5%,0.97
vs Lefties,24,11,13,45.8%,30-32,48.4%,323-324,49.9%,7-9,43.8%,22,80.9%,18.6%,8.9%,5.8%,61.4%,74.8%,48.3%,64.6%,34.3%,49.5%,0.97
vs Top 10,22,5,17,22.7%,19-43,30.6%,273-354,43.5%,8-5,61.5%,21,77.7%,10.4%,11.8%,6.2%,61.1%,72.0%,50.6%,63.7%,30.9%,47.4%,0.85
