Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Bratislava CH R16,W vs Tomic,1.21,1.71,52.8,2.4,28.2%,74.4%,20.0%,82.9%,28.6%,32.4%
2017 Bratislava CH R32,W vs Gombos,1.55,0.84,74.3,6.3,27.0%,73.0%,6.9%,60.3%,22.7%,12.5%
2017 Eckental CH F,L vs Marterer,0.94,0.84,77.5,3.8,21.6%,72.5%,11.6%,65.1%,33.3%,20.5%
2017 Eckental CH SF,W vs Bachinger,1.04,1.17,83.4,5.1,12.7%,69.1%,15.1%,66.0%,30.5%,42.6%
2017 Eckental CH QF,W vs Bemelmans,1.37,2.27,35.1,2.0,17.2%,82.8%,12.5%,79.2%,48.1%,12.5%
2017 Eckental CH R16,W vs Sijsling,1.10,1.52,52.1,2.2,17.1%,68.6%,18.2%,75.8%,44.7%,31.3%
2017 Eckental CH R32,W vs Auger Aliassime,1.05,1.53,49.6,3.7,9.1%,60.6%,3.0%,75.8%,46.9%,46.4%
2017 Vienna Q1,L vs Garcia Lopez,0.87,0.73,60.6,2.9,16.2%,67.6%,3.0%,69.7%,29.7%,22.9%
2017 Stockholm R16,L vs Dimitrov,0.82,0.59,55.7,2.2,21.6%,78.4%,6.3%,71.9%,17.1%,18.8%
2017 Stockholm R32,W vs Herbert,1.10,1.55,49.3,2.2,11.1%,75.0%,9.4%,75.0%,32.4%,38.7%
2017 Stockholm Q2,W vs Zopp,0.91,1.63,57.2,2.7,17.1%,82.9%,22.9%,74.3%,32.0%,44.4%
2017 Stockholm Q1,W vs Arnaboldi,0.94,1.65,49.8,5.9,25.0%,70.5%,19.5%,87.8%,42.3%,31.3%
2017 Ortisei CH R32,L vs Seppi,0.74,0.42,32.1,2.5,12.5%,58.3%,9.1%,50.0%,24.0%,28.6%
2017 Orleans CH R32,L vs Fucsovics,0.93,0.73,61.1,2.1,2.0%,51.0%,4.2%,72.9%,34.1%,25.0%
2017 Szczecin CH QF,L vs Mayer,0.96,0.68,53.6,2.0,9.4%,59.4%,6.9%,51.7%,27.3%,35.5%
2017 Szczecin CH R16,W vs De Schepper,1.08,1.52,47.2,2.3,0.0%,71.4%,3.3%,66.7%,41.7%,45.2%
2017 Szczecin CH R32,W vs Duran,1.33,3.53,28.2,2.1,5.0%,85.0%,5.3%,78.9%,57.1%,38.2%
2017 Como CH R16,L vs Donati,1.02,0.52,59.6,2.8,2.2%,60.0%,4.7%,74.4%,24.3%,8.8%
2017 Como CH R32,W vs Majchrzak,1.34,1.74,44.0,2.1,16.7%,66.7%,7.4%,77.8%,46.4%,25.9%
2017 Kitzbuhel Q1,L vs Linzer,0.60,0.44,29.0,2.1,12.5%,62.5%,0.0%,57.1%,33.3%,25.0%
2017 (53 matches),,1.05,1.14,52.1,2.7,14.8%,69.6%,8.6%,69.3%,33.7%,32.7%
2016 (16 matches),,1.05,1.01,62.5,3.4,7.8%,63.9%,6.5%,63.9%,34.9%,34.3%
2015 (29 matches),,1.01,1.03,48.7,2.6,13.4%,67.5%,8.9%,63.4%,35.4%,35.0%
2014 (32 matches),,1.07,1.04,49.0,2.9,11.8%,64.3%,9.2%,62.5%,36.2%,34.7%
2013 (40 matches),,1.04,1.06,51.3,2.7,12.4%,65.9%,9.1%,66.0%,35.5%,33.9%
Career (218 matches),,1.04,1.10,53.0,2.7,13.0%,67.7%,8.6%,66.0%,35.3%,34.5%
