Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2022,633,44,,,,,,,,,,,,
2021,507,68,,,,,,,,,,,,
2020,503,68,,,,,,,,,1218,15,,
2017,123,484,87,1718,71,1699,90,1651,61,1658,452,119,,
2016,280,180,89,1712,82,1676,62,1715,,,574,90,,
2015,57,795,54,1786,50,1744,56,1733,43,1698,,,,
2014,43,915,40,1834,34,1780,37,1784,31,1737,,,,
2013,21,1615,25,1902,27,1813,25,1853,19,1797,52,1410,58,1668
2012,26,1299,34,1862,40,1776,39,1780,34,1742,268,250,,
2011,221,222,216,1514,205,1474,203,1483,148,1490,796,40,,
2010,161,334,110,1663,94,1632,137,1570,,,,,,
2009,319,132,243,1495,208,1480,218,1478,,,868,30,,
2008,339,102,,,,,,,,,736,42,,
2007,1479,1,,,,,,,,,,,,
