Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,180,83,97,46.1%,197-214,47.9%,1872-1968,48.8%,27-21,56.3%,177,62.1%,36.3%,2.4%,4.1%,61.9%,61.4%,46.0%,55.5%,43.9%,49.7%,0.99
Clay,14,2,12,14.3%,7-24,22.6%,105-169,38.3%,0-2,0.0%,14,46.3%,31.2%,1.1%,4.1%,64.5%,51.2%,43.2%,48.4%,41.6%,45.0%,0.81
Grass,22,9,13,40.9%,20-28,41.7%,220-241,47.7%,3-6,33.3%,22,67.7%,29.7%,1.8%,2.5%,67.3%,61.4%,49.4%,57.5%,41.6%,49.5%,0.98
Grand Slams,33,11,22,33.3%,29-47,38.2%,317-379,45.5%,2-6,25.0%,33,60.1%,32.4%,2.1%,3.3%,67.0%,58.9%,46.7%,54.8%,42.8%,48.7%,0.95
Premiers,21,6,15,28.6%,18-35,34.0%,210-273,43.5%,3-2,60.0%,21,54.5%,34.2%,2.6%,4.8%,63.4%,59.0%,41.0%,52.4%,43.9%,48.1%,0.92
Internationals,126,63,63,50.0%,144-137,51.2%,1309-1316,49.9%,19-14,57.6%,123,64.5%,36.7%,2.3%,4.0%,62.2%,62.0%,46.9%,56.3%,43.8%,50.1%,1.00
Finals,3,1,2,33.3%,3-4,42.9%,31-35,47.0%,0-1,0.0%,3,62.5%,33.3%,2.0%,2.0%,57.8%,64.3%,42.9%,55.3%,41.0%,48.2%,0.92
Semi-finals,9,3,6,33.3%,8-12,40.0%,86-102,45.7%,1-0,100.0%,9,62.0%,28.4%,1.9%,3.9%,63.2%,61.1%,45.8%,55.5%,41.7%,48.6%,0.94
Quarter-finals,17,8,9,47.1%,19-20,48.7%,174-173,50.1%,1-2,33.3%,17,65.9%,35.1%,2.1%,4.4%,62.7%,63.7%,45.7%,56.9%,43.2%,49.9%,1.00
vs Righties,196,82,114,41.8%,198-244,44.8%,1963-2156,47.7%,29-25,53.7%,193,61.2%,35.0%,2.2%,3.9%,62.8%,60.3%,46.1%,55.0%,43.5%,49.3%,0.97
vs Lefties,16,8,8,50.0%,18-21,46.2%,180-190,48.6%,1-4,20.0%,16,64.7%,32.9%,2.2%,4.4%,60.5%,65.9%,45.5%,57.8%,41.4%,49.5%,0.98
vs Top 10,14,3,11,21.4%,6-23,20.7%,95-160,37.3%,1-1,50.0%,14,54.3%,19.8%,1.5%,3.6%,64.7%,56.7%,46.2%,53.0%,36.8%,44.9%,0.78
