Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Beijing R64,L vs Andreeva,5.4,6.1,4.6,37.2%,51.6%,40.0%,26.3%,46.9%,4.1%,-8.5,-8.5,-3.0,-2.6
2024 Indian Wells R128,L vs Wozniacki,5.5,4.9,6.4,50.8%,37.1%,50.0%,20.0%,51.2%,6.8%,-2.5,-1.5,-7.0,-4.7
2024 Doha R32,L vs Rybakina,3.2,3.9,2.5,35.8%,34.6%,40.0%,-,47.2%,3.5%,-0.5,-1.0,-6.0,-10.9
2024 Hua Hin F,L vs Shnaider,4.3,4.3,4.4,47.9%,44.4%,43.5%,50.0%,57.2%,4.7%,0.0,0.0,-2.5,-2.5
2024 Hobart R16,W vs Dolehide,3.6,3.4,3.7,51.4%,50.0%,46.7%,50.0%,51.2%,7.3%,5.0,4.2,4.5,4.0
2024 Brisbane R16,L vs Sabalenka,3.4,3.7,3.1,28.6%,37.5%,50.0%,50.0%,37.7%,16.9%,1.5,3.7,2.5,4.3
2023 Zhuhai SF,L vs Zheng,4.3,4.7,3.9,50.0%,47.5%,36.0%,45.5%,50.9%,8.8%,10.5,5.4,14.5,8.5
2023 Osaka F,L vs Krueger,3.7,3.7,3.6,46.8%,37.0%,53.3%,50.0%,54.3%,7.1%,4.0,4.3,-1.0,-1.3
2023 Wimbledon R128,L vs Swiatek,4.3,4.2,4.5,39.1%,37.8%,23.1%,83.3%,49.2%,6.3%,-7.5,-8.9,-2.5,-2.9
2023 Roland Garros R128,L vs Davis,5.1,5.7,4.3,50.9%,32.1%,57.1%,26.3%,57.4%,13.6%,-3.5,-2.6,-4.5,-5.1
2023 Madrid R128,L vs Marino,3.6,3.6,3.5,43.6%,55.3%,28.6%,71.4%,48.4%,8.8%,12.0,12.9,1.5,1.5
2023 Hua Hin F,W vs Tsurenko,6.8,6.7,6.9,57.9%,43.6%,52.6%,58.1%,52.4%,3.2%,1.5,0.8,6.0,3.4
2023 Hua Hin SF,W vs Wang,4.0,3.7,4.4,55.7%,59.0%,72.7%,60.0%,50.4%,6.3%,5.5,5.2,12.5,12.1
2023 Australian Open R16,L vs Azarenka,5.1,5.3,4.9,50.0%,50.0%,48.7%,43.5%,52.9%,10.7%,19.0,9.0,11.5,6.4
2023 Australian Open R32,W vs Sakkari,5.8,6.0,5.7,47.6%,53.5%,40.5%,63.9%,50.4%,11.0%,6.0,2.5,11.0,5.0
2022 Monastir R32,L vs Papamichail,5.7,5.8,5.6,45.5%,45.8%,47.6%,43.3%,48.9%,9.3%,-3.0,-1.5,2.0,1.1
2022 Melbourne R16,L vs Tauson,3.3,3.4,3.1,24.5%,33.3%,66.7%,0.0%,43.1%,6.9%,-4.5,-10.5,-8.0,-16.0
2020 Hua Hin R16,L vs Kung,4.1,4.1,4.1,42.3%,40.7%,37.5%,22.2%,43.8%,7.1%,-7.0,-11.5,2.5,2.7
2019 Wimbledon R128,L vs Pliskova,3.6,3.8,3.4,46.8%,42.9%,42.9%,50.0%,50.0%,23.1%,7.5,9.9,-3.0,-4.3
2019 Strasbourg R32,L vs Sabalenka,3.6,3.5,3.6,20.5%,29.4%,30.0%,100.0%,46.8%,18.0%,-4.0,-9.8,-3.5,-8.8
Last 52 Weeks (1 matches),,5.4,6.1,4.6,37.2%,51.6%,40.0%,26.3%,46.9%,4.1%,-8.5,-8.5,-3.0,-2.6
Career (25 matches),,4.3,4.4,4.3,45.7%,46.0%,46.3%,47.9%,50.9%,8.4%,4.8,3.9,1.1,1.0
