Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Beijing R64,L vs Andreeva,0.88,0.51,37.0,2.0,0.0%,50.0%,0.0%,42.9%,29.2%,33.3%
2024 Wimbledon R32,L vs Sun,0.90,0.91,76.5,2.6,4.7%,72.1%,0.0%,53.7%,40.4%,34.7%
2024 Wimbledon R64,W vs Pavlyuchenkova,1.13,1.52,45.2,2.2,3.3%,73.3%,7.7%,57.7%,48.6%,42.4%
2024 Wimbledon R128,W vs Begu,1.24,2.28,33.5,2.0,0.0%,72.7%,0.0%,68.4%,60.7%,46.2%
2024 Indian Wells R128,L vs Wozniacki,1.10,0.76,65.5,2.7,0.0%,53.7%,0.0%,40.5%,29.0%,44.4%
2024 Doha R32,L vs Rybakina,0.89,0.37,32.6,2.1,4.2%,58.3%,0.0%,39.1%,26.1%,15.8%
2024 Hua Hin F,L vs Shnaider,0.84,0.71,46.2,2.0,0.0%,57.1%,0.0%,51.5%,38.5%,39.4%
2024 Hobart R16,W vs Dolehide,1.14,1.24,73.1,7.6,4.5%,68.2%,2.5%,62.5%,36.0%,39.1%
2024 Brisbane R16,L vs Sabalenka,0.98,0.51,35.7,2.6,5.0%,40.0%,0.0%,22.2%,34.5%,36.0%
2023 Zhuhai SF,L vs Zheng,0.98,0.86,65.6,3.4,1.8%,64.3%,0.0%,40.7%,41.4%,42.3%
2023 Osaka F,L vs Krueger,0.96,0.72,59.4,2.0,5.9%,70.6%,3.4%,62.1%,25.0%,25.0%
2023 US Open R32,L vs Bencic,0.91,0.87,70.1,3.4,3.7%,63.0%,0.0%,50.0%,39.6%,42.9%
2023 US Open R64,W vs Azarenka,1.08,1.53,44.6,2.1,0.0%,63.3%,6.9%,75.9%,37.8%,50.0%
2023 US Open R128,W vs Sherif,1.06,1.61,46.2,2.1,11.1%,77.8%,0.0%,58.3%,45.7%,50.0%
2023 Wimbledon R128,L vs Swiatek,0.93,0.55,37.3,2.2,0.0%,44.4%,3.8%,46.2%,44.0%,20.8%
2023 Roland Garros R128,L vs Davis,0.97,0.75,46.1,2.1,3.1%,37.5%,3.2%,41.9%,48.1%,45.8%
2023 Madrid R128,L vs Marino,0.90,0.78,55.7,3.0,0.0%,64.9%,0.0%,48.5%,37.2%,37.5%
2023 Hua Hin F,W vs Tsurenko,1.16,1.30,58.6,3.0,5.7%,42.9%,0.0%,48.5%,61.3%,60.7%
2023 Hua Hin SF,W vs Wang,0.95,1.35,51.4,2.1,3.1%,71.9%,3.3%,46.7%,54.3%,60.6%
2023 Australian Open R16,L vs Azarenka,0.95,0.91,76.0,4.5,2.0%,60.0%,2.0%,48.0%,39.6%,49.0%
2025 (1 matches),,0.88,0.51,37.0,2.0,0.0%,50.0%,0.0%,42.9%,29.2%,33.3%
2024 (8 matches),,1.03,0.93,55.4,2.5,2.7%,62.9%,1.3%,50.6%,39.4%,38.0%
2023 (12 matches),,0.99,0.97,60.0,2.5,3.5%,59.9%,1.6%,50.9%,42.8%,44.6%
2022 (3 matches),,1.04,0.65,53.1,3.0,1.9%,48.1%,2.0%,47.0%,27.6%,38.5%
2021 (4 matches),,1.01,1.11,70.1,2.9,3.8%,58.8%,0.0%,56.4%,44.6%,49.4%
Career (164 matches),,1.00,1.00,58.3,2.8,2.0%,56.8%,1.7%,54.5%,43.5%,44.8%
