Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Beijing R64,L vs Andreeva,0.0%,-,13.6%,50.0%,3.2%,13.3%,0.0%,4.3%,11.8%,0.0%,-,-92,-85
2024 Indian Wells R128,L vs Wozniacki,0.0%,-,9.6%,53.8%,10.9%,20.0%,0.0%,3.7%,18.8%,0.3%,0.0%,18,3
2024 Doha R32,L vs Rybakina,0.0%,-,4.5%,50.0%,17.9%,22.2%,0.0%,2.4%,0.0%,0.0%,-,36,-14
2024 Hua Hin F,L vs Shnaider,1.5%,0.0%,12.1%,64.7%,11.1%,15.6%,12.5%,9.7%,16.7%,0.4%,100.0%,44,8
2024 Hobart R16,W vs Dolehide,0.0%,-,7.2%,61.5%,12.8%,16.1%,0.0%,13.2%,40.0%,0.4%,100.0%,-22,0
2024 Brisbane R16,L vs Sabalenka,0.0%,-,4.3%,25.0%,9.1%,11.1%,0.0%,11.1%,50.0%,0.9%,100.0%,-102,-83
2023 Zhuhai SF,L vs Zheng,0.0%,-,3.6%,87.5%,13.3%,26.3%,0.0%,10.4%,50.0%,1.0%,0.0%,-1,-15
2023 Osaka F,L vs Krueger,0.0%,-,4.7%,83.3%,15.7%,36.8%,100.0%,3.3%,0.0%,1.1%,0.0%,-41,-16
2023 Wimbledon R128,L vs Swiatek,0.0%,-,2.0%,50.0%,7.7%,20.0%,0.0%,4.7%,14.3%,2.6%,0.0%,-22,-40
2023 Roland Garros R128,L vs Davis,0.0%,-,14.9%,64.7%,6.4%,9.3%,0.0%,6.8%,20.0%,2.1%,20.0%,-1,-19
2023 Madrid R128,L vs Marino,0.0%,-,2.6%,75.0%,13.8%,36.4%,0.0%,10.5%,26.7%,1.4%,0.0%,-16,-3
2023 Hua Hin F,W vs Tsurenko,0.0%,-,9.4%,75.0%,6.0%,15.8%,8.3%,8.5%,29.0%,0.5%,0.0%,-45,-50
2023 Hua Hin SF,W vs Wang,0.0%,-,10.0%,76.9%,12.1%,12.1%,100.0%,12.1%,45.5%,0.4%,100.0%,11,28
2023 Australian Open R16,L vs Azarenka,0.0%,-,10.4%,76.2%,11.0%,23.8%,50.0%,12.1%,28.1%,0.9%,0.0%,-30,-48
2023 Australian Open R32,W vs Sakkari,0.0%,-,7.1%,64.3%,6.7%,16.3%,0.0%,10.5%,36.4%,1.6%,12.5%,-69,-67
2022 Monastir R32,L vs Papamichail,0.0%,-,7.3%,50.0%,8.3%,9.1%,33.3%,4.7%,20.0%,0.5%,0.0%,-52,-49
2022 Melbourne R16,L vs Tauson,0.0%,-,1.2%,0.0%,5.9%,10.0%,0.0%,0.0%,0.0%,1.0%,0.0%,21,-41
2020 Hua Hin R16,L vs Kung,0.0%,-,8.7%,55.6%,4.0%,11.1%,0.0%,11.4%,17.6%,0.6%,0.0%,-2,-4
2019 Wimbledon R128,L vs Pliskova,0.0%,-,7.5%,60.0%,19.0%,33.3%,0.0%,11.1%,15.4%,1.6%,66.7%,23,5
2019 Strasbourg R32,L vs Sabalenka,0.0%,-,3.0%,50.0%,8.6%,8.3%,0.0%,3.8%,25.0%,0.0%,-,-12,-44
Last 52 Weeks (1 matches),,0.0%,-,13.6%,50.0%,3.2%,13.3%,0.0%,4.3%,11.8%,0.0%,-,-92,-85
Career (25 matches),,0.1%,0.0%,7.2%,65.5%,11.5%,20.4%,15.0%,8.1%,22.5%,0.8%,20.8%,-11,-14
