Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Auckland QF,L vs Monfils,25% (2/8),0% (0/2),0/3,50% (4/8),0% (0/4),0/0,0/0,0/1,0/0,0/0
2024 US Open R64,L vs Draper,23% (3/13),0% (0/3),0/5,46% (6/13),17% (1/6),0/0,0/0,2/2,0/0,0/0
2024 US Open R128,W vs Gaston,50% (6/12),100% (6/6),1/1,15% (2/13),50% (1/2),6/6,3/3,0/0,1/1,0/0
2024 Wimbledon R128,L vs Norrie,25% (4/16),100% (4/4),2/7,53% (9/17),11% (1/9),1/4,0/0,0/1,0/0,0/1
2024 Barcelona R64,W vs Rincon,38% (3/8),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2024 Buenos Aires F,W vs Jarry,44% (4/9),50% (2/4),0/0,30% (3/10),100% (3/3),2/2,2/2,0/0,1/1,0/0
2024 Cordoba R32,W vs Gomez,88% (7/8),57% (4/7),1/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2023 US Open R128,L vs Isner,0% (0/16),- (0/0),0/1,33% (5/15),60% (3/5),0/0,0/0,1/2,0/0,0/0
2023 Heilbronn CH F,L vs Arnaldi,30% (3/10),67% (2/3),1/4,56% (5/9),20% (1/5),1/1,0/0,1/1,0/0,1/1
2019 M15 Buenos Aires R32,L vs Baez,50% (6/12),100% (6/6),3/6,75% (9/12),11% (1/9),3/6,1/1,0/2,0/0,0/1
2019 M15 Buenos Aires QF,L vs Baez,22% (2/9),100% (2/2),0/5,67% (6/9),17% (1/6),0/2,0/0,0/0,0/0,0/0
2019 Punta Del Este CH R64,L vs Barrios Vera,10% (1/10),0% (0/1),0/3,50% (5/10),40% (2/5),0/0,0/0,1/1,0/0,0/0
2018 Montevideo CH R32,L vs Monteiro,30% (3/10),67% (2/3),1/3,50% (5/10),0% (0/5),1/2,0/0,1/3,0/0,1/2
2025 (1 matches),,25.0%,0.0%,0.0%,50.0%,0.0%,-,-,0.0%,-,-
2024 (6 matches),,40.9%,70.4%,28.6%,32.4%,34.8%,78.9%,100.0%,66.7%,100.0%,0.0%
2023 (2 matches),,11.5%,66.7%,20.0%,41.7%,40.0%,100.0%,-,66.7%,-,100.0%
2019 (3 matches),,29.0%,88.9%,21.4%,64.5%,20.0%,37.5%,100.0%,33.3%,-,0.0%
2018 (1 matches),,30.0%,66.7%,33.3%,50.0%,0.0%,50.0%,-,33.3%,-,50.0%
Career (13 matches),,31.2%,70.5%,23.1%,43.1%,25.8%,66.7%,100.0%,46.2%,100.0%,40.0%
