Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,3,1,2,33.3%,2-4,33.3%,26-30,46.4%,0-0,-,3,67.9%,25.0%,1.9%,4.3%,48.4%,70.5%,50.6%,60.2%,36.3%,48.4%,0.91,R32 (Marbella)
2018,10,5,5,50.0%,11-11,50.0%,112-119,48.5%,3-4,42.9%,10,81.3%,17.1%,6.4%,4.5%,60.8%,71.7%,50.0%,63.2%,34.7%,48.6%,0.94,QF (2x)
2017,20,15,5,75.0%,32-11,74.4%,245-185,57.0%,6-2,75.0%,20,82.8%,30.2%,6.2%,2.9%,65.5%,72.1%,53.3%,65.6%,41.0%,53.0%,1.19,W (2x)
2016,10,5,5,50.0%,12-12,50.0%,102-115,47.0%,3-1,75.0%,10,66.4%,26.4%,4.3%,4.6%,62.2%,65.0%,45.5%,57.6%,39.2%,48.5%,0.92,QF (2x)
2015,3,1,2,33.3%,2-4,33.3%,25-31,44.6%,0-0,-,3,75.0%,14.3%,2.6%,2.6%,67.3%,68.2%,42.2%,59.7%,30.5%,46.9%,0.76,R16 (Vancouver)
2014,2,1,1,50.0%,3-3,50.0%,31-32,49.2%,1-1,50.0%,2,93.3%,6.5%,6.8%,1.0%,77.5%,72.3%,62.8%,70.2%,32.1%,49.8%,1.08,R16 (Bratislava)
2013,5,5,0,100.0%,10-4,71.4%,74-54,57.8%,1-0,100.0%,5,84.4%,30.2%,5.6%,4.9%,64.0%,68.1%,53.1%,62.7%,42.0%,52.5%,1.13,W (Dallas2)
2008,12,8,4,66.7%,17-11,60.7%,148-129,53.4%,3-2,60.0%,0,,,,,,,,,,,,F (Wroclaw)
2004,5,5,0,100.0%,10-3,76.9%,74-52,58.7%,1-1,50.0%,0,,,,,,,,,,,,W (Boca Raton)
2003,13,8,5,61.5%,17-15,53.1%,158-159,49.8%,3-3,50.0%,0,,,,,,,,,,,,F (2x)
2002,27,18,9,66.7%,36-24,60.0%,301-289,51.0%,6-2,75.0%,0,,,,,,,,,,,,F (2x)
2001,26,18,8,69.2%,38-24,61.3%,328-270,54.8%,5-5,50.0%,0,,,,,,,,,,,,W (Monchengladbach)
2000,8,4,4,50.0%,9-10,47.4%,81-93,46.6%,2-0,100.0%,0,,,,,,,,,,,,R16 (4x)
Career,144,94,50,65.3%,199-136,59.4%,1705-1558,52.3%,34-21,61.8%,53,79.1%,24.7%,5.5%,3.7%,63.8%,70.0%,50.7%,63.0%,38.4%,50.6%,1.04,
