Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Marin Cilic [CRO],3,7,30.0%,6,1,5,16.7%,2008,2014,10,0.87,6.3%,2.2%,66.9%,66.8%,53.5%,62.4%,32.5%,64.1%,29.6%
10,Andy Roddick [USA],0,10,0.0%,6,1,5,16.7%,2004,2010,8,0.63,8.7%,3.2%,62.1%,67.0%,50.6%,60.8%,24.8%,56.0%,37.5%
10,Victor Hanescu [ROU],5,5,50.0%,5,3,2,60.0%,2001,2009,7,1.03,6.5%,3.0%,64.6%,74.8%,48.0%,65.3%,35.8%,71.7%,35.6%
9,Julien Benneteau [FRA],2,7,22.2%,0,0,0,-,2003,2017,9,0.87,5.9%,4.6%,61.8%,63.1%,48.8%,57.6%,36.8%,57.7%,54.8%
9,Fernando Verdasco [ESP],3,6,33.3%,6,2,4,33.3%,2005,2014,9,1.00,4.6%,3.2%,62.7%,66.4%,51.3%,60.8%,39.2%,60.6%,36.1%
9,David Ferrer [ESP],2,7,22.2%,5,2,3,40.0%,2002,2013,8,0.91,3.9%,5.9%,58.4%,69.0%,42.4%,58.0%,38.2%,54.9%,33.8%
9,Olivier Rochus [BEL],6,3,66.7%,6,4,2,66.7%,2002,2011,5,1.20,12.4%,3.1%,58.7%,74.8%,52.3%,65.5%,41.5%,70.7%,36.7%
9,Tommy Robredo [ESP],5,4,55.6%,4,2,2,50.0%,2000,2010,8,0.93,4.3%,4.8%,58.6%,66.4%,53.3%,61.0%,36.2%,68.3%,36.7%
9,Nicolas Kiefer [GER],1,8,11.1%,4,1,3,25.0%,1999,2009,8,0.81,6.2%,2.7%,59.7%,64.6%,45.3%,56.8%,34.9%,64.1%,36.8%
8,Juan Monaco [ARG],1,7,12.5%,3,2,1,66.7%,2006,2014,8,0.83,4.9%,2.9%,61.3%,61.8%,49.2%,56.9%,35.7%,49.3%,46.7%
7,Tomas Berdych [CZE],2,5,28.6%,2,0,2,0.0%,2005,2015,7,0.74,5.9%,3.8%,61.0%,65.5%,47.4%,58.4%,30.6%,48.9%,25.7%
7,Andy Murray [GBR],0,7,0.0%,3,1,2,33.3%,2008,2014,6,0.69,4.9%,2.8%,64.6%,60.8%,39.2%,53.1%,32.3%,57.1%,26.5%
7,Ivo Karlovic [CRO],5,2,71.4%,6,4,2,66.7%,2001,2014,6,0.84,2.4%,4.7%,69.2%,76.0%,53.8%,69.2%,25.8%,75.0%,42.1%
7,Lleyton Hewitt [AUS],0,7,0.0%,1,0,1,0.0%,2004,2014,7,0.75,7.2%,6.3%,57.7%,62.5%,45.5%,55.3%,33.7%,48.3%,31.0%
7,Mikhail Youzhny [RUS],2,5,28.6%,4,1,3,25.0%,2005,2013,7,0.89,5.6%,4.2%,59.3%,68.5%,51.1%,61.4%,34.5%,67.3%,33.3%
