Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Aix En Provence CH R64,L vs Diez,0.86,0.58,41.6,2.1,0.0%,55.2%,0.0%,53.8%,33.3%,28.0%
2019 Aix En Provence CH Q1,L vs Added,1.00,0.78,52.5,3.7,9.1%,45.5%,13.3%,50.0%,44.4%,37.1%
2019 Marbella CH R32,L vs Andujar,0.88,0.68,45.0,2.1,0.0%,53.1%,0.0%,48.1%,41.4%,34.6%
2019 Marbella CH R64,W vs Gutierrez Ferrol,1.38,2.59,31.2,2.2,4.0%,88.0%,4.5%,68.2%,42.3%,37.5%
2018 Vienna R32,W vs Raonic,1.36,1.21,62.3,2.3,0.0%,70.5%,7.0%,67.4%,32.5%,22.2%
2018 Santo Domingo CH R16,W vs Elias,1.26,1.16,73.6,8.5,7.1%,62.9%,7.7%,60.0%,36.2%,34.5%
2018 Santo Domingo CH R32,W vs Dellien,1.05,1.56,50.6,2.2,0.0%,61.3%,23.3%,80.0%,54.3%,32.3%
2018 Monterrey CH R16,L vs Ofner,0.88,0.76,51.8,6.2,2.2%,60.9%,12.8%,69.2%,34.7%,25.6%
2018 Monterrey CH R32,W vs Lorenzi,1.15,1.81,48.4,2.4,7.1%,78.6%,16.0%,72.0%,38.9%,38.2%
2018 Hamburg Q2,L vs Basilashvili,1.10,0.90,70.1,12.3,3.8%,45.3%,12.8%,66.0%,38.9%,34.7%
2018 Hamburg Q1,W vs Klizan,1.41,1.68,41.4,2.2,15.6%,68.8%,6.7%,76.7%,29.6%,36.0%
2018 Nottingham CH R32,L vs De Minaur,0.83,0.60,39.7,2.2,0.0%,55.6%,0.0%,47.8%,34.4%,34.5%
2018 Surbiton CH QF,L vs Evans,0.97,0.73,59.9,2.6,2.5%,72.5%,8.3%,50.0%,18.4%,40.0%
2018 Surbiton CH R16,W vs King,1.21,1.63,46.4,2.3,3.3%,70.0%,3.8%,69.2%,45.2%,36.7%
2018 Surbiton CH R32,W vs Polmans,1.17,1.22,66.6,2.8,9.4%,58.5%,8.5%,80.9%,28.8%,36.4%
2018 Munich Q1,L vs Martin,0.85,0.86,69.7,7.3,0.0%,47.8%,4.8%,69.0%,39.6%,45.5%
2018 Barcelona Q2,L vs Ivashka,0.86,0.84,66.0,3.1,4.4%,53.3%,7.5%,62.5%,40.0%,42.6%
2018 Barcelona Q1,W vs Bachinger,0.98,1.15,80.6,4.1,0.0%,62.7%,6.3%,62.5%,41.8%,46.0%
2018 Marbella CH R32,L vs Cecchinato,0.95,0.65,46.4,2.0,0.0%,54.8%,0.0%,53.6%,31.4%,31.3%
2017 Ilkley CH R32,L vs Millman,0.81,0.78,63.8,3.0,5.9%,58.8%,6.9%,69.0%,32.5%,38.2%
2019 (4 matches),,1.01,0.88,43.5,2.4,3.4%,58.8%,4.8%,54.3%,40.7%,34.5%
2018 (15 matches),,1.06,1.05,61.0,3.0,3.8%,60.8%,8.4%,65.9%,36.3%,36.1%
2017 (22 matches),,1.06,1.16,52.8,2.7,4.2%,61.8%,6.6%,64.9%,37.9%,42.0%
2016 (17 matches),,1.06,1.04,57.3,3.0,3.3%,57.1%,3.9%,59.7%,41.6%,39.5%
2015 (14 matches),,1.03,0.90,44.1,2.5,2.0%,59.5%,2.9%,59.0%,35.1%,36.1%
Career (202 matches),,1.02,0.99,52.7,2.8,2.6%,60.3%,3.8%,62.8%,36.3%,37.8%
