Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2017 Australian Open R128,L vs Federer,24.3%,33.3%,41.5%,29.0%,25.3%,34.9%,41.9%,31.6%,24.4%,73.8%,100.0%,23.1%,30.8%,40.0%,-23
2015 s Hertogenbosch R16,L vs Goffin,26.5%,27.9%,43.5%,27.2%,35.0%,37.5%,38.5%,36.3%,47.1%,52.2%,50.0%,16.7%,16.7%,50.0%,39
2015 Istanbul R16,L vs Schwartzman,14.6%,14.6%,33.3%,16.1%,22.2%,22.2%,23.8%,24.4%,35.7%,61.5%,80.0%,0.0%,0.0%,50.0%,-118
2013 Monte Carlo R32,W vs Almagro,23.7%,47.5%,60.5%,34.2%,26.7%,60.0%,63.6%,47.3%,6.3%,64.3%,-,22.2%,37.0%,57.1%,25
2012 Memphis F,W vs Raonic,35.0%,46.3%,58.0%,38.4%,45.1%,51.0%,57.1%,50.4%,26.1%,60.7%,33.3%,18.5%,40.7%,59.1%,25
2011 Monte Carlo SF,L vs Ferrer,17.1%,31.7%,44.8%,22.0%,25.0%,45.0%,46.7%,35.0%,14.3%,69.2%,100.0%,12.5%,25.0%,42.9%,-13
2010 Hamburg F,L vs Golubev,43.4%,50.9%,43.3%,47.5%,54.3%,60.0%,50.0%,60.6%,41.2%,72.2%,50.0%,22.2%,33.3%,35.7%,-79
2010 Wimbledon R16,L vs Federer,22.1%,37.7%,39.3%,29.2%,25.9%,46.3%,37.5%,36.1%,33.3%,70.4%,75.0%,15.8%,21.1%,43.8%,32
2010 Roland Garros SF,L vs Nadal,17.2%,37.4%,42.5%,27.6%,19.2%,42.5%,45.8%,33.3%,68.6%,47.4%,50.0%,12.5%,25.0%,33.3%,9
2008 Kitzbuhel F,L vs Del Potro,17.6%,29.4%,41.7%,24.9%,13.8%,31.0%,40.0%,26.6%,40.0%,50.0%,75.0%,31.3%,37.5%,45.5%,132
2006 Metz F,L vs Djokovic,28.9%,35.6%,41.4%,33.1%,44.4%,53.3%,44.0%,52.9%,4.8%,41.7%,50.0%,15.4%,20.5%,39.4%,32
Career (11 matches),,24.9%,36.4%,44.4%,30.5%,30.4%,43.7%,44.0%,39.2%,33.5%,60.2%,66.7%,17.7%,27.0%,45.1%,55
