Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Aix En Provence CH R64,L vs Diez,22% (2/9),50% (1/2),1/3,44% (4/9),0% (0/4),0/1,0/0,0/1,0/0,0/1
2019 Aix En Provence CH Q1,L vs Added,40% (4/10),50% (2/4),0/4,67% (6/9),17% (1/6),1/2,0/1,0/1,0/0,0/0
2019 Marbella CH R32,L vs Andujar,40% (4/10),75% (3/4),3/5,50% (5/10),0% (0/5),1/3,0/0,1/1,0/0,0/0
2019 Marbella CH R64,W vs Gutierrez Ferrol,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2018 Vienna R32,W vs Raonic,25% (3/12),33% (1/3),0/0,17% (2/12),100% (2/2),0/0,0/0,2/2,0/0,0/0
2018 Santo Domingo CH R16,W vs Elias,28% (5/18),80% (4/5),1/4,44% (8/18),50% (4/8),3/4,0/1,2/2,0/1,2/2
2018 Santo Domingo CH R32,W vs Dellien,50% (5/10),60% (3/5),0/1,18% (2/11),50% (1/2),2/2,1/1,0/0,1/1,0/0
2018 Monterrey CH R16,L vs Ofner,19% (3/16),67% (2/3),0/1,21% (3/14),67% (2/3),1/1,0/0,1/1,0/0,1/1
2018 Monterrey CH R32,W vs Lorenzi,55% (6/11),50% (3/6),0/0,0% (0/10),- (0/0),2/2,1/1,1/1,0/0,0/0
2018 Hamburg Q2,L vs Basilashvili,44% (7/16),57% (4/7),1/3,50% (8/16),38% (3/8),3/4,1/2,0/2,0/1,0/1
2018 Hamburg Q1,W vs Klizan,22% (2/9),100% (2/2),0/0,20% (2/10),100% (2/2),2/2,2/2,0/0,1/1,0/0
2018 Nottingham CH R32,L vs De Minaur,33% (3/9),33% (1/3),0/3,50% (4/8),0% (0/4),1/1,0/0,0/1,0/0,0/0
2018 Surbiton CH QF,L vs Evans,36% (4/11),25% (1/4),1/1,18% (2/11),0% (0/2),1/1,0/0,0/1,0/0,0/1
2018 Surbiton CH R16,W vs King,40% (4/10),75% (3/4),1/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2018 Surbiton CH R32,W vs Polmans,25% (4/16),25% (1/4),0/1,33% (5/15),80% (4/5),1/1,1/1,1/1,0/0,0/0
2018 Munich Q1,L vs Martin,54% (7/13),57% (4/7),1/4,46% (6/13),33% (2/6),2/4,1/1,1/1,0/0,0/0
2018 Barcelona Q2,L vs Ivashka,43% (6/14),50% (3/6),1/3,54% (7/13),43% (3/7),2/2,0/0,0/1,0/0,0/0
2018 Barcelona Q1,W vs Bachinger,33% (5/15),100% (5/5),0/3,25% (4/16),25% (1/4),3/5,1/1,4/4,0/0,2/2
2018 Marbella CH R32,L vs Cecchinato,20% (2/10),50% (1/2),1/3,44% (4/9),25% (1/4),1/1,0/0,1/1,0/0,0/0
2017 Ilkley CH R32,L vs Millman,27% (3/11),67% (2/3),0/3,27% (3/11),0% (0/3),0/2,0/0,2/2,0/0,0/0
2019 (4 matches),,36.8%,64.3%,33.3%,40.5%,6.7%,50.0%,50.0%,33.3%,100.0%,0.0%
2018 (15 matches),,34.7%,57.6%,25.0%,31.7%,44.1%,81.8%,83.3%,72.2%,60.0%,71.4%
2017 (22 matches),,38.5%,75.0%,16.0%,30.9%,32.5%,66.7%,79.2%,81.8%,88.9%,80.0%
2016 (17 matches),,40.5%,72.0%,24.5%,41.5%,25.6%,77.1%,87.5%,52.9%,66.7%,0.0%
2015 (14 matches),,34.5%,59.7%,19.6%,41.1%,28.4%,70.3%,46.7%,52.0%,100.0%,12.5%
Career (202 matches),,34.1%,64.7%,20.9%,35.5%,31.6%,75.7%,78.0%,72.3%,81.5%,68.8%
