Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Australian Open R128,L vs Federer,54.4%,55.4%,5.8%,1/5,2.17,32.9%,44.8%,53.3%,6.0%,2.16,37.1%,74.3%,57.7%,5.7%,2.23,20.0%
2015 s Hertogenbosch R16,L vs Goffin,60.3%,36.6%,7.4%,2/3,2.03,2.2%,54.3%,31.6%,5.7%,1.87,0.0%,78.6%,40.9%,10.7%,2.25,5.0%
2015 Istanbul R16,L vs Schwartzman,63.8%,46.7%,4.3%,1/1,2.22,0.0%,55.9%,63.2%,2.9%,2.33,0.0%,84.6%,18.2%,7.7%,2.00,0.0%
2013 Monte Carlo R32,W vs Almagro,62.3%,51.5%,11.3%,0/6,1.48,14.0%,63.0%,41.2%,14.8%,1.43,27.3%,66.7%,62.5%,8.3%,1.52,0.0%
2012 Memphis F,W vs Raonic,52.1%,47.4%,2.7%,2/0,1.80,18.0%,34.8%,37.5%,2.2%,1.75,32.1%,91.7%,54.5%,4.2%,1.86,0.0%
2011 Monte Carlo SF,L vs Ferrer,82.6%,38.6%,2.9%,0/2,2.40,0.0%,85.0%,23.5%,0.0%,2.50,0.0%,92.0%,60.9%,8.0%,2.29,0.0%
2010 Hamburg F,L vs Golubev,57.9%,43.2%,10.5%,5/3,2.15,33.3%,56.8%,40.0%,11.4%,2.16,31.3%,67.9%,47.4%,10.7%,2.14,35.7%
2010 Wimbledon R16,L vs Federer,47.7%,38.7%,7.7%,0/5,2.29,17.9%,44.1%,33.3%,5.9%,2.29,17.5%,59.3%,43.8%,11.1%,2.28,18.8%
2010 Roland Garros SF,L vs Nadal,63.5%,38.9%,10.6%,4/5,2.09,1.3%,60.0%,41.0%,12.3%,1.95,1.8%,93.8%,33.3%,6.3%,2.48,0.0%
2008 Kitzbuhel F,L vs Del Potro,57.1%,25.0%,11.4%,2/2,2.09,8.6%,50.0%,30.0%,15.0%,1.98,12.5%,71.4%,20.0%,7.1%,2.32,0.0%
2006 Metz F,L vs Djokovic,64.8%,52.6%,4.5%,3/1,1.91,6.9%,58.3%,48.6%,3.3%,1.80,16.0%,81.5%,59.1%,7.4%,1.98,0.0%
Career (11 matches),,60.5%,44.3%,7.0%,37.7%,2.05,13.2%,54.9%,40.9%,6.8%,2.02,17.3%,77.4%,48.5%,8.0%,2.10,6.4%
