Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 Australian Open R128,L vs Federer,26,35,0.7,12.1%,16.4%,22,34,0.6,11.6%,18.0%,5.3%,5.3%,1.3,21.5%,16.8%
2015 US Open R64,L vs Berdych,17,29,0.6,9.5%,16.2%,13,24,0.5,8.1%,14.9%,5.6%,2.5%,1.6,19.0%,11.7%
2015 s Hertogenbosch R16,L vs Goffin,10,38,0.3,7.4%,27.9%,6,34,0.2,5.2%,29.3%,1.7%,3.4%,0.9,16.9%,19.9%
2015 Roland Garros R64,L vs Kuznetsov,32,47,0.7,11.8%,17.3%,28,40,0.7,11.2%,15.9%,4.8%,6.0%,1.0,18.8%,18.0%
2015 Roland Garros R128,W vs Mannarino,36,44,0.8,15.3%,18.6%,34,38,0.9,15.5%,17.4%,7.8%,7.8%,0.7,14.0%,20.8%
2015 Istanbul R16,L vs Schwartzman,6,17,0.4,6.8%,19.3%,5,15,0.3,6.2%,18.5%,1.2%,3.7%,1.5,28.4%,19.3%
2015 Australian Open R64,L vs Berdych,25,36,0.7,13.9%,20.0%,20,32,0.6,12.5%,20.0%,6.3%,5.6%,1.4,20.0%,13.9%
2014 Wimbledon R128,L vs Tsonga,42,29,1.4,14.6%,10.1%,35,25,1.4,14.0%,10.0%,10.8%,2.8%,1.8,25.1%,13.6%
2014 Roland Garros R64,L vs Tsonga,21,30,0.7,12.7%,18.1%,16,26,0.6,11.3%,18.3%,4.9%,4.9%,1.8,21.7%,12.0%
2014 Roland Garros R128,W vs Goffin,51,37,1.4,16.1%,11.7%,48,30,1.6,17.0%,10.6%,11.0%,5.7%,1.2,19.9%,16.1%
2013 Wimbledon R16,L vs Janowicz,57,19,3.0,19.1%,6.4%,46,16,2.9,17.7%,6.2%,,,2.1,18.1%,8.7%
2013 Wimbledon R32,W vs Stakhovsky,47,16,2.9,21.7%,7.4%,38,16,2.4,20.2%,8.5%,,,2.2,20.3%,9.2%
2013 Wimbledon R128,W vs Fognini,45,29,1.6,17.2%,11.1%,37,26,1.4,15.0%,10.6%,,,1.5,18.7%,12.6%
2013 Monte Carlo Masters R32,W vs Almagro,18,10,1.8,16.1%,8.9%,18,8,2.3,17.5%,7.8%,8.7%,8.7%,0.8,15.2%,19.6%
2013 Australian Open R32,L vs Berdych,26,29,0.9,16.5%,18.4%,23,28,0.8,16.3%,19.9%,,,2.2,26.6%,12.0%
2012 US Open R128,L vs Klahn,34,61,0.6,10.0%,17.9%,32,52,0.6,10.3%,16.7%,,,1.0,17.0%,17.3%
2012 Wimbledon R128,W vs Wawrinka,32,30,1.1,9.7%,9.1%,31,20,1.6,10.9%,7.0%,,,1.6,18.5%,11.2%
2012 Roland Garros R128,L vs Berrer,53,55,1.0,20.2%,21.0%,50,44,1.1,21.6%,19.0%,,,1.4,16.0%,11.1%
2012 Memphis F,W vs Raonic,24,24,1.0,15.7%,15.7%,16,22,0.7,13.6%,18.6%,6.8%,6.8%,1.5,22.9%,15.7%
2011 Wimbledon R32,L vs Malisse,25,13,1.9,15.2%,7.9%,18,12,1.5,13.0%,8.7%,4.3%,8.7%,3.9,23.6%,6.1%
Career (32 matches),,958,991,1.0,14.6%,15.1%,809,864,0.9,13.9%,14.8%,4.4%,3.5%,1.3,18.9%,14.6%
