Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,3,2,1,66.7%,4-1,80.0%,29-23,55.8%,1-0,100.0%,2,96.2%,12.0%,5.4%,1.1%,76.3%,66.9%,61.4%,65.6%,29.2%,49.1%,0.85,R16 (Vienna)
2017,2,0,2,0.0%,2-6,25.0%,36-46,43.9%,0-2,0.0%,2,64.1%,22.0%,3.7%,1.2%,70.6%,60.1%,55.6%,58.8%,34.6%,46.8%,0.84,
2016,7,4,3,57.1%,12-8,60.0%,99-95,51.0%,1-1,50.0%,7,72.9%,29.2%,5.2%,3.9%,66.1%,69.3%,43.5%,60.6%,40.9%,50.7%,1.04,QF (Kitzbuhel)
2015,21,9,12,42.9%,23-29,44.2%,249-269,48.1%,5-8,38.5%,20,74.4%,22.7%,4.3%,5.1%,60.8%,67.6%,49.8%,60.6%,37.1%,49.0%,0.94,R16 (4x)
2014,36,16,20,44.4%,42-50,45.7%,447-464,49.1%,7-10,41.2%,34,74.6%,21.9%,5.1%,3.3%,65.5%,67.4%,49.9%,61.4%,37.0%,49.1%,0.96,SF (s Hertogenbosch)
2013,49,23,26,46.9%,60-73,45.1%,619-667,48.1%,7-12,36.8%,45,77.2%,21.6%,5.5%,3.6%,65.3%,67.7%,50.0%,61.5%,36.6%,49.0%,0.95,W (Winston-Salem)
2012,48,22,26,45.8%,57-70,44.9%,596-651,47.8%,14-8,63.6%,44,75.8%,18.9%,6.3%,3.9%,62.8%,68.9%,51.5%,62.4%,35.2%,48.9%,0.94,W (Memphis)
2011,45,22,23,48.9%,62-59,51.2%,596-566,51.3%,9-9,50.0%,41,77.6%,25.9%,6.5%,3.1%,62.7%,68.9%,50.9%,62.2%,39.0%,50.6%,1.03,SF (Monte Carlo Masters)
2010,78,53,25,67.9%,124-77,61.7%,1070-928,53.6%,20-21,48.8%,72,82.7%,23.9%,7.9%,3.1%,60.9%,72.0%,54.9%,65.3%,37.4%,51.0%,1.08,W (Vienna)
2009,65,36,29,55.4%,90-77,53.9%,823-804,50.6%,16-9,64.0%,61,80.7%,21.4%,9.2%,3.2%,59.6%,74.0%,51.0%,64.7%,36.7%,50.6%,1.04,W (Vienna)
2008,54,29,25,53.7%,80-74,51.9%,765-755,50.3%,15-14,51.7%,51,81.0%,20.2%,7.9%,3.0%,61.8%,71.6%,54.2%,64.9%,35.9%,50.2%,1.02,F (Kitzbuhel)
2007,51,24,27,47.1%,61-66,48.0%,615-641,49.0%,7-15,31.8%,46,76.2%,22.2%,6.0%,3.4%,63.9%,67.9%,49.6%,61.3%,36.9%,49.2%,0.95,F (Las Vegas)
2006,60,34,26,56.7%,81-68,54.4%,750-722,51.0%,15-9,62.5%,57,76.6%,24.9%,7.1%,4.0%,60.7%,68.6%,50.4%,61.4%,38.7%,50.2%,1.00,W (Bucharest)
2005,52,26,26,50.0%,70-67,51.1%,665-665,50.0%,8-10,44.4%,49,75.0%,23.7%,5.2%,3.2%,60.3%,68.0%,49.2%,60.5%,37.1%,49.3%,0.94,F (St. Poelten)
2004,54,27,27,50.0%,72-72,50.0%,697-685,50.4%,11-14,44.0%,49,78.9%,24.6%,6.5%,4.1%,58.2%,72.4%,48.2%,62.3%,38.1%,50.3%,1.01,SF (St. Poelten)
2003,33,14,19,42.4%,41-54,43.2%,453-478,48.7%,9-8,52.9%,28,71.9%,21.1%,7.6%,5.2%,56.1%,68.6%,46.0%,58.7%,36.1%,47.9%,0.87,F (Newport)
2002,22,10,12,45.5%,23-30,43.4%,240-267,47.3%,1-4,20.0%,20,75.0%,23.4%,6.4%,4.1%,60.6%,70.7%,47.2%,61.4%,37.3%,49.3%,0.97,SF (Umag)
2001,2,1,1,50.0%,2-3,40.0%,30-29,50.8%,0-3,0.0%,1,83.3%,16.7%,5.2%,3.1%,59.4%,75.4%,41.0%,61.5%,38.6%,49.0%,1.00,R16 (Vienna)
2000,5,0,5,0.0%,3-12,20.0%,63-86,42.3%,0-2,0.0%,3,76.1%,13.3%,6.5%,3.1%,56.8%,67.5%,52.4%,61.0%,33.0%,47.2%,0.84,
1999,2,1,1,50.0%,2-3,40.0%,19-27,41.3%,1-0,100.0%,2,50.0%,30.4%,6.6%,11.3%,39.7%,61.7%,45.1%,51.7%,39.3%,45.6%,0.81,R16 (Vienna)
Career,689,353,336,51.2%,911-899,50.3%,8861-8868,50.0%,147-159,48.0%,634,77.6%,22.6%,6.7%,3.6%,61.4%,69.7%,50.6%,62.4%,37.1%,49.8%,0.99,
