Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W60 Concord MA R32,L vs Liang,53% (8/15),75% (6/8),2/4,38% (6/16),0% (0/6),2/6,1/1,2/3,0/0,2/2
2019 Jurmala R32,L vs Sevastova,0% (0/7),- (0/0),0/4,63% (5/8),0% (0/5),0/0,0/0,1/2,0/0,0/1
2019 W100 Ilkley R16,L vs Cepelova,13% (1/8),100% (1/1),0/4,78% (7/9),29% (2/7),0/1,0/0,1/2,0/0,0/1
2019 W60 Rome QF,W vs Pieri,50% (5/10),100% (5/5),2/2,27% (3/11),33% (1/3),4/4,1/1,0/0,1/1,0/0
2019 Bol R16,L vs Sorribes Tormo,45% (5/11),40% (2/5),1/4,67% (8/12),25% (2/8),0/2,0/0,0/2,0/0,0/1
2019 W60 La Bisbal D'Emporda R32,L vs Seguel,22% (2/9),100% (2/2),0/4,75% (6/8),17% (1/6),0/2,0/0,1/2,0/0,0/0
2019 Prague Q2,L vs Allertova,55% (6/11),67% (4/6),1/4,64% (7/11),14% (1/7),2/4,0/2,0/2,0/0,0/1
2019 Prague Q1,W vs Di Giuseppe,30% (3/10),100% (3/3),1/1,10% (1/10),0% (0/1),3/3,2/2,0/0,1/1,0/0
2019 Charleston Q1,W vs Rosolska,40% (4/10),100% (4/4),0/1,30% (3/10),33% (1/3),3/4,1/2,1/1,0/1,0/0
2019 W25 Irapuato R16,L vs Jaksic,38% (6/16),83% (5/6),2/7,56% (9/16),22% (2/9),2/4,0/0,1/1,0/0,0/0
2019 Acapulco R16,L vs Konta,38% (3/8),33% (1/3),1/4,78% (7/9),29% (2/7),1/1,0/0,1/2,0/0,0/1
2019 Acapulco Q2,W vs Zhuk,67% (10/15),90% (9/10),4/6,80% (12/15),42% (5/12),6/9,2/2,1/2,1/1,1/1
2019 Acapulco Q1,W vs Sharma,50% (8/16),100% (8/8),3/5,47% (7/15),14% (1/7),5/7,1/3,0/1,0/1,0/0
2019 W25 Kazan SF,W vs Stefkova,88% (7/8),100% (7/7),1/2,43% (3/7),33% (1/3),4/6,1/2,0/0,0/1,0/0
2019 W25 Kazan QF,W vs Stevanovic,75% (6/8),100% (6/6),1/1,14% (1/7),0% (0/1),4/4,0/0,0/0,0/0,0/0
2019 W25 Kazan R16,W vs Al Nabhani,88% (7/8),86% (6/7),1/2,38% (3/8),33% (1/3),5/5,1/1,0/0,1/1,0/0
2019 Australian Open Q2,L vs Sharma,33% (5/15),100% (5/5),3/7,60% (9/15),11% (1/9),3/5,0/1,3/3,0/0,1/1
2018 Houston R32,L vs Nara,33% (3/9),33% (1/3),0/3,63% (5/8),20% (1/5),0/1,0/0,0/1,0/0,0/0
2018 Moscow Q1,L vs Garcia Perez,20% (3/15),100% (3/3),1/5,40% (6/15),17% (1/6),2/2,0/0,3/3,0/0,1/1
2018 Tashkent Q2,L vs Stollar,20% (2/10),50% (1/2),0/2,36% (4/11),25% (1/4),1/1,0/0,2/3,0/0,0/1
2019 (17 matches),,46.5%,86.0%,37.1%,51.9%,21.6%,65.7%,58.8%,52.2%,57.1%,44.4%
2018 (14 matches),,46.4%,81.8%,47.4%,49.7%,24.4%,58.9%,90.0%,76.2%,80.0%,50.0%
2017 (7 matches),,59.7%,76.7%,38.5%,55.7%,30.8%,74.1%,40.0%,66.7%,33.3%,50.0%
2016 (30 matches),,53.7%,78.3%,39.3%,42.7%,22.4%,75.0%,72.7%,45.8%,75.0%,50.0%
2015 (6 matches),,45.9%,67.9%,33.3%,39.0%,21.7%,88.2%,100.0%,75.0%,100.0%,80.0%
Career (89 matches),,49.8%,79.9%,38.9%,47.8%,22.7%,69.7%,69.1%,58.8%,70.4%,50.0%
