Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Roland Garros Q1,L vs Hontama,5.4%,10.7%,34.0%,5.0%,12.5%,36.8%,31.3%,45.8%,66.7%,10.0%,10.0%,22.2%,33.3%,0.0%,0.0%,-47
Career (1 matches),,5.4%,10.7%,34.0%,5.0%,12.5%,36.8%,31.3%,45.8%,66.7%,10.0%,10.0%,22.2%,33.3%,0.0%,0.0%,-47
