Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Sao Paulo QF,W vs Sierra,45.0%,46.7%,40.0%,54.3%,54.3%,31.3%,58.8%,22.2%,0.0%,36.4%,40.9%,50.0%,12.5%,35.7%,100.0%,41
2025 Palermo F,W vs Koevermans,16.7%,27.1%,73.7%,19.4%,27.8%,75.9%,41.7%,29.2%,-,10.0%,30.0%,66.7%,0.0%,0.0%,-,-23
2025 Iasi R32,W vs Herrero Linana,22.6%,35.8%,65.8%,22.5%,37.5%,71.0%,50.0%,66.7%,0.0%,30.0%,40.0%,42.9%,14.3%,66.7%,-,147
2025 Nottingham R16,L vs Noskova,21.5%,30.1%,38.8%,32.7%,43.6%,45.9%,46.7%,32.0%,22.2%,6.3%,12.5%,30.0%,15.4%,47.4%,55.6%,-58
2025 Queens Club R32,L vs Kessler,25.5%,34.5%,37.1%,21.1%,31.6%,33.3%,57.9%,42.1%,0.0%,54.5%,63.6%,60.0%,0.0%,20.0%,100.0%,287
2021 Nottingham R64,L vs Garcia Perez,16.0%,31.0%,51.9%,17.7%,35.5%,56.9%,58.3%,44.7%,16.7%,16.1%,29.0%,42.3%,12.5%,20.0%,0.0%,33
2021 Phillip Island Trophy R32,L vs Tig,14.6%,18.8%,36.8%,21.2%,27.3%,42.3%,40.0%,33.3%,0.0%,0.0%,0.0%,25.0%,0.0%,80.0%,100.0%,-119
Last 52 Weeks (5 matches),,26.2%,34.6%,50.0%,29.9%,39.2%,53.1%,51.1%,39.1%,16.7%,23.5%,31.8%,43.1%,9.8%,38.6%,63.6%,100
Career (7 matches),,22.8%,32.2%,48.9%,26.4%,37.1%,52.7%,51.1%,39.8%,14.3%,19.5%,28.1%,40.8%,9.4%,37.5%,57.1%,63
