Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,22,8,14,36.4%,19-27,41.3%,193-235,45.1%,2-1,66.7%,22,59.3%,31.3%,2.2%,4.3%,65.9%,59.2%,42.1%,53.4%,41.4%,47.6%,0.89
Clay,11,5,6,45.5%,13-11,54.2%,114-106,51.8%,2-1,66.7%,11,59.6%,42.9%,2.5%,10.1%,59.9%,63.4%,41.1%,54.4%,47.0%,50.7%,1.03
Grass,13,4,9,30.8%,11-17,39.3%,114-147,43.7%,1-0,100.0%,12,62.8%,23.8%,3.1%,5.7%,64.1%,64.8%,41.9%,56.5%,38.4%,48.0%,0.88
Grand Slams,6,0,6,0.0%,2-11,15.4%,40-72,35.7%,0-0,-,6,55.4%,14.3%,1.9%,4.3%,62.6%,59.2%,44.6%,53.8%,33.9%,44.1%,0.73
Premiers,4,1,3,25.0%,2-5,28.6%,25-37,40.3%,0-0,-,4,54.1%,33.3%,0.4%,6.1%,66.5%,57.1%,41.5%,51.8%,42.5%,47.5%,0.88
Internationals,31,15,16,48.4%,36-32,52.9%,320-322,49.8%,5-1,83.3%,30,62.6%,36.5%,3.0%,6.6%,63.4%,63.1%,41.4%,55.2%,43.9%,49.8%,0.98
Semi-finals,2,0,2,0.0%,0-4,0.0%,16-25,39.0%,0-1,0.0%,2,68.4%,14.3%,2.3%,12.0%,54.1%,66.7%,39.3%,54.1%,30.6%,42.8%,0.67
Quarter-finals,4,2,2,50.0%,4-1,80.0%,28-19,59.6%,0-0,-,3,67.9%,44.4%,3.7%,3.7%,60.1%,63.7%,46.7%,56.9%,47.1%,52.2%,1.09
vs Righties,39,15,24,38.5%,37-45,45.1%,359-411,46.6%,5-2,71.4%,38,61.3%,31.6%,2.7%,6.1%,63.7%,62.3%,41.9%,54.9%,41.6%,48.5%,0.92
vs Lefties,2,0,2,0.0%,0-4,0.0%,12-24,33.3%,0-0,-,2,55.6%,11.1%,0.0%,3.9%,71.1%,58.2%,37.8%,52.3%,36.2%,44.3%,0.76
vs Top 10,1,0,1,0.0%,0-1,0.0%,1-6,14.3%,0-0,-,1,25.0%,0.0%,5.3%,0.0%,73.7%,35.7%,20.0%,31.6%,20.8%,25.6%,0.30
