Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Sao Paulo QF,W vs Sierra,8,7,1.1,6.7%,5.8%,4,4,1.0,3.8%,3.8%,2.9%,1.0%,0.9,20.0%,23.3%
2025 Palermo 125 F,W vs Koevermans,13,11,1.2,14.0%,11.8%,13,9,1.4,15.3%,10.6%,8.2%,7.1%,0.8,21.5%,28.0%
2025 Iasi R32,W vs Herrero Linana,21,15,1.4,21.0%,15.0%,21,12,1.8,21.6%,12.4%,17.5%,3.1%,1.4,13.0%,9.0%
2025 Nottingham R16,L vs Noskova,13,21,0.6,9.1%,14.7%,11,15,0.7,8.9%,12.1%,5.6%,1.6%,1.7,23.1%,13.3%
2025 Queen's Club R32,L vs Kessler,8,25,0.3,7.7%,24.0%,7,19,0.4,7.4%,20.0%,5.3%,2.1%,1.0,10.6%,10.6%
2024 Wimbledon R128,L vs Martic,21,32,0.7,13.0%,19.8%,18,29,0.6,12.8%,20.6%,9.2%,2.1%,1.2,22.8%,19.8%
2021 Wimbledon R128,L vs Gauff,12,19,0.6,10.8%,17.1%,11,17,0.6,11.0%,17.0%,7.0%,4.0%,0.9,13.5%,15.3%
2021 Nottingham R64,L vs Garcia Perez,27,45,0.6,15.0%,25.0%,26,38,0.7,17.0%,24.8%,11.8%,5.2%,0.9,12.2%,13.9%
2021 Phillip Island Trophy R32,L vs Tig,16,17,0.9,14.0%,14.9%,13,14,0.9,13.0%,14.0%,12.0%,1.0%,1.1,20.2%,18.4%
2021 Australian Open R128,L vs Rogers,7,15,0.5,7.3%,15.6%,7,15,0.5,8.9%,19.0%,,,0.9,9.4%,10.4%
Career (10 matches),,146,207,0.7,11.9%,16.9%,131,172,0.8,12.2%,16.0%,8.3%,2.8%,1.0,16.9%,16.2%
