Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,50.0%,30.0%,0.0%,6.8%,66.1%,53.8%,40.0%,49.2%,45.2%,47.0%,0.89,R32 (Istanbul)
2018,7,5,2,71.4%,10-8,55.6%,79-73,52.0%,0-0,-,7,63.2%,42.1%,2.2%,3.2%,68.3%,59.5%,49.4%,56.3%,46.0%,51.2%,1.05,
2017,4,2,2,50.0%,5-5,50.0%,45-49,47.9%,0-0,-,4,57.4%,40.4%,1.7%,4.7%,72.3%,58.1%,39.8%,53.0%,45.2%,49.2%,0.96,
2016,11,3,8,27.3%,7-16,30.4%,88-113,43.8%,0-3,0.0%,7,46.6%,37.9%,0.5%,5.0%,72.5%,51.7%,41.3%,48.9%,46.6%,47.7%,0.91,R16 (2x)
2015,9,4,5,44.4%,8-11,42.1%,79-90,46.7%,0-1,0.0%,9,61.3%,36.8%,1.5%,3.5%,69.0%,58.6%,47.1%,55.0%,42.9%,48.9%,0.95,QF (2x)
2014,19,3,16,15.8%,12-35,25.5%,171-263,39.4%,0-3,0.0%,16,-,-,2.1%,5.0%,64.5%,55.2%,40.8%,50.1%,41.0%,45.7%,0.82,R16 (Baku)
2013,11,7,4,63.6%,16-8,66.7%,126-107,54.1%,0-1,0.0%,6,-,-,1.8%,5.0%,69.3%,57.6%,44.0%,53.4%,42.7%,48.0%,0.92,R16 (Tashkent)
2012,4,1,3,25.0%,2-6,25.0%,30-44,40.5%,0-0,-,1,-,-,5.4%,10.7%,44.6%,40.0%,41.9%,41.1%,43.3%,42.3%,0.73,
2011,4,3,1,75.0%,6-3,66.7%,47-30,61.0%,0-0,-,0,,,,,,,,,,,,
2010,3,1,2,33.3%,1-5,16.7%,24-37,39.3%,1-0,100.0%,0,,,,,,,,,,,,
2007,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,0,,,,,,,,,,,,
Career,75,29,46,38.7%,67-103,39.4%,706-842,45.6%,1-8,11.1%,51,57.5%,39.0%,1.8%,4.6%,67.6%,56.3%,43.3%,52.1%,43.4%,47.8%,0.90,
