Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,48,19,29,39.6%,43-63,40.6%,448-527,45.9%,1-6,14.3%,26,56.3%,34.6%,2.2%,5.5%,66.2%,56.3%,42.5%,51.6%,42.0%,46.8%,0.87
Clay,24,10,14,41.7%,24-34,41.4%,242-277,46.6%,0-1,0.0%,23,58.3%,41.7%,1.4%,3.6%,68.9%,56.8%,44.5%,53.0%,45.1%,49.1%,0.96
Grass,2,0,2,0.0%,0-4,0.0%,14-26,35.0%,0-1,0.0%,2,-,-,1.3%,5.2%,68.0%,51.0%,38.8%,47.1%,38.0%,43.1%,0.72
Carpet,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,
Grand Slams,13,5,8,38.5%,12-19,38.7%,125-166,43.0%,0-1,0.0%,12,52.2%,31.8%,2.6%,4.1%,65.7%,56.0%,43.0%,51.5%,40.8%,46.2%,0.84
Premiers,2,0,2,0.0%,2-4,33.3%,26-34,43.3%,0-0,-,2,-,-,2.2%,4.3%,64.1%,56.1%,37.3%,49.4%,43.3%,46.5%,0.86
Internationals,30,8,22,26.7%,20-46,30.3%,245-340,41.9%,0-3,0.0%,30,51.8%,36.1%,1.4%,5.1%,67.8%,54.7%,42.5%,50.8%,43.1%,47.0%,0.88
Quarter-finals,2,0,2,0.0%,0-4,0.0%,11-25,30.6%,0-0,-,2,44.4%,16.7%,1.5%,2.3%,65.4%,50.6%,46.7%,49.2%,35.2%,42.5%,0.69
vs Righties,70,26,44,37.1%,60-98,38.0%,646-793,44.9%,1-8,11.1%,47,56.4%,37.7%,1.7%,4.7%,67.8%,56.0%,42.0%,51.5%,43.1%,47.4%,0.89
vs Lefties,3,1,2,33.3%,3-4,42.9%,32-33,49.2%,0-0,-,3,57.9%,50.0%,2.9%,4.8%,65.7%,59.6%,50.7%,56.5%,44.2%,50.4%,1.02
vs Top 10,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,-,-,6.1%,12.2%,67.3%,54.5%,31.3%,46.9%,37.3%,41.7%,0.70
