Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W60 Concord MA R32,L vs Mchale,11% (1/9),100% (1/1),0/4,63% (5/8),20% (1/5),0/1,0/0,1/1,0/0,1/1
2019 W25 Akko R32,W vs Wargnier,67% (6/9),83% (5/6),1/2,33% (3/9),33% (1/3),4/5,2/2,0/0,1/1,0/0
2019 Roland Garros Q2,W vs Anderson,67% (6/9),100% (6/6),2/3,30% (3/10),0% (0/3),4/5,1/2,0/0,1/1,0/0
2019 W80 Cagnes Sur Mer R32,L vs Perrin,44% (4/9),50% (2/4),0/4,75% (6/8),17% (1/6),1/2,0/0,0/1,0/0,0/0
2019 W60 Wiesbaden R32,L vs Seguel,38% (5/13),100% (5/5),1/4,50% (7/14),29% (2/7),3/5,1/1,0/1,0/0,0/1
2019 Istanbul R32,L vs Buzarnescu,50% (5/10),60% (3/5),2/5,50% (5/10),0% (0/5),1/3,0/0,1/1,0/0,0/0
2019 Istanbul Q2,L vs Bara,69% (9/13),89% (8/9),4/7,77% (10/13),10% (1/10),2/8,1/1,0/2,0/0,0/1
2019 Istanbul Q1,W vs Sonmez,100% (9/9),100% (9/9),5/5,75% (6/8),17% (1/6),2/7,0/1,0/0,0/0,0/0
2019 W60 Shenzhen R32,W vs Lu,78% (7/9),100% (7/7),2/3,38% (3/8),0% (0/3),4/6,1/1,0/0,0/0,0/0
2019 Indian Wells Q1,L vs Sorribes Tormo,44% (4/9),75% (3/4),2/4,78% (7/9),14% (1/7),1/3,0/0,0/2,0/0,0/1
2019 Indian Wells 125K R64,L vs Vickery,44% (4/9),50% (2/4),1/5,63% (5/8),0% (0/5),1/2,0/0,0/0,0/0,0/0
2018 Hong Kong R32,L vs Cornet,25% (2/8),50% (1/2),1/5,71% (5/7),0% (0/5),0/1,0/0,1/1,0/0,1/1
2018 Hong Kong Q2,L vs Schoofs,70% (7/10),29% (2/7),1/4,40% (4/10),0% (0/4),2/2,0/0,1/1,0/0,1/1
2018 Hong Kong Q1,W vs Wong,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),4/4,1/2,0/0,1/1,0/0
2018 US Open R64,L vs Osaka,0% (0/7),- (0/0),0/3,71% (5/7),0% (0/5),0/0,0/0,0/2,0/0,0/1
2018 US Open R128,W vs Niculescu,50% (8/16),88% (7/8),1/6,47% (7/15),14% (1/7),2/5,0/1,1/1,0/0,0/0
2018 US Open Q3,W vs Potapova,70% (7/10),86% (6/7),3/4,40% (4/10),0% (0/4),2/5,0/1,2/2,0/1,0/0
2018 US Open Q2,W vs Golubic,70% (7/10),86% (6/7),2/3,60% (6/10),50% (3/6),6/6,2/2,2/2,1/1,0/0
2018 US Open Q1,W vs Zarazua,64% (9/14),78% (7/9),1/3,31% (4/13),0% (0/4),5/5,0/0,0/1,0/0,0/0
2018 Hobart Q2,L vs Stojanovic,22% (2/9),100% (2/2),1/5,63% (5/8),0% (0/5),0/2,0/0,0/0,0/0,0/0
2019 (11 matches),,55.6%,85.0%,43.5%,57.1%,13.3%,48.9%,75.0%,25.0%,100.0%,25.0%
2018 (10 matches),,53.5%,75.5%,32.4%,44.8%,14.0%,72.7%,57.1%,70.0%,75.0%,66.7%
2017 (37 matches),,54.0%,85.6%,42.9%,62.0%,15.9%,50.9%,44.2%,41.9%,33.3%,26.3%
2016 (38 matches),,51.1%,83.5%,38.0%,54.9%,20.4%,57.5%,76.7%,38.7%,80.0%,30.8%
2015 (23 matches),,60.7%,79.6%,37.1%,52.3%,15.9%,61.2%,60.9%,50.0%,88.9%,62.5%
Career (175 matches),,53.5%,81.9%,39.6%,54.8%,16.6%,57.9%,61.1%,44.1%,64.7%,36.0%
