Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,14,7,7,50.0%,3,2,1,66.7%,2011,2017,R128,6,0.98,4.5%,5.3%,61.3%,59.9%,44.7%,54.0%,44.9%,50.8%,49.2%
Roland Garros,6,Clay,14,8,6,57.1%,1,1,0,100.0%,2011,2019,R32,10,1.00,2.1%,2.1%,71.2%,54.5%,45.0%,51.8%,48.4%,53.0%,50.9%
Wimbledon,6,Grass,8,2,6,25.0%,0,0,0,-,2011,2019,R128,2,0.51,0.8%,7.8%,62.5%,50.0%,35.4%,44.5%,28.0%,65.5%,100.0%
US Open,8,Hard,24,16,8,66.7%,3,2,1,66.7%,2011,2019,R32,17,0.99,3.0%,4.7%,62.9%,60.2%,40.8%,53.0%,46.7%,52.6%,42.9%
Fed Cup,9,,30,16,14,53.3%,5,1,4,20.0%,2007,2018,,7,1.17,1.9%,3.7%,71.3%,62.1%,50.0%,58.7%,48.3%,60.3%,46.3%
Auckland,5,Hard,9,4,5,44.4%,2,0,2,0.0%,2012,2018,R32,6,0.79,2.8%,7.1%,58.2%,52.7%,40.7%,47.7%,41.6%,42.9%,37.5%
Rio de Janeiro,3,Clay,6,3,3,50.0%,2,0,2,0.0%,2014,2016,QF,6,0.98,2.3%,4.9%,60.5%,52.7%,47.6%,50.7%,48.4%,48.4%,54.4%
Istanbul,3,Clay,5,1,4,20.0%,0,0,0,-,2014,2019,R32,5,0.90,0.3%,6.1%,62.3%,48.3%,37.4%,44.2%,50.3%,38.5%,40.0%
Tashkent,3,Hard,5,2,3,40.0%,0,0,0,-,2007,2013,R16,2,0.93,0.8%,7.4%,63.6%,54.5%,50.0%,52.9%,44.0%,55.0%,63.6%
Hong Kong,3,Hard,5,1,4,20.0%,0,0,0,-,2014,2018,R32,5,0.84,4.2%,5.7%,64.1%,55.4%,47.9%,52.7%,39.9%,39.4%,37.5%
Taipei,3,Hard,4,1,3,25.0%,2,1,1,50.0%,2012,2017,R32,2,0.89,1.4%,8.2%,59.2%,54.0%,35.0%,46.3%,47.7%,20.0%,70.6%
