Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,21,10,11,47.6%,4,3,1,75.0%,2012,2026,R32,20,0.98,2.7%,5.6%,62.4%,61.0%,46.3%,55.5%,43.8%,56.7%,45.7%
Roland Garros,5,Clay,12,7,5,58.3%,1,1,0,100.0%,2014,2025,R64,12,1.04,1.6%,5.2%,67.9%,60.4%,42.2%,54.6%,47.4%,56.9%,48.6%
Wimbledon,3,Grass,9,6,3,66.7%,4,4,0,100.0%,2021,2023,R128,9,1.06,2.2%,3.1%,65.4%,63.0%,48.2%,57.9%,44.7%,45.8%,39.5%
US Open,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2013,2025,R128,4,0.63,2.1%,7.1%,59.4%,56.3%,39.2%,49.4%,32.1%,50.0%,63.6%
Miami,5,Hard,13,7,6,53.8%,2,1,1,50.0%,2021,2026,R64,12,0.99,2.6%,4.5%,62.4%,61.9%,45.3%,55.6%,43.8%,51.1%,46.6%
Indian Wells,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2024,2026,R64,6,1.09,3.2%,6.2%,63.4%,67.4%,47.8%,60.2%,43.3%,61.2%,47.9%
Dubai,2,Hard,4,2,2,50.0%,0,0,0,-,2024,2026,R64,4,0.90,6.2%,3.9%,67.1%,59.5%,45.9%,55.0%,40.6%,53.1%,37.5%
Guadalajara,3,Hard,6,3,3,50.0%,2,1,1,50.0%,2022,2025,R16,6,0.95,2.3%,7.0%,58.6%,62.4%,44.2%,54.9%,42.9%,37.8%,44.4%
Rome,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2022,2025,Q1,2,0.58,0.9%,5.3%,63.2%,52.8%,35.7%,46.5%,30.9%,43.8%,20.0%
Chicago 125,2,Hard,5,3,2,60.0%,0,0,0,-,2021,2023,QF,5,1.02,3.3%,5.0%,64.0%,59.7%,49.2%,56.0%,45.0%,48.8%,60.6%
