Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 United Cup RR,W vs Helgo,32.3%,41.5%,53.7%,37.8%,51.1%,67.9%,40.0%,48.0%,50.0%,23.5%,23.5%,23.1%,28.6%,30.0%,100.0%,77
2023 Roland Garros R64,L vs Svitolina,11.6%,23.2%,41.3%,14.0%,29.8%,42.9%,34.4%,48.0%,66.7%,8.8%,14.7%,38.7%,57.1%,30.0%,66.7%,-28
2023 Roland Garros R128,W vs Parrizas Diaz,18.5%,30.4%,51.4%,16.1%,30.6%,53.8%,22.2%,65.7%,100.0%,24.1%,31.0%,45.5%,30.8%,31.3%,33.3%,-64
2022 BJK Cup Finals F,L vs Teichmann,14.0%,24.7%,48.1%,10.4%,23.9%,50.0%,29.4%,63.6%,80.0%,26.1%,30.4%,41.2%,50.0%,38.5%,0.0%,35
2022 San Jose R32,L vs Townsend,11.6%,14.0%,54.5%,11.5%,15.4%,60.9%,0.0%,52.9%,100.0%,16.7%,16.7%,40.0%,10.0%,50.0%,100.0%,17
2022 s Hertogenbosch R32,L vs Mertens,10.8%,17.2%,44.7%,10.3%,20.7%,42.3%,29.6%,22.6%,37.5%,14.3%,14.3%,50.0%,35.7%,35.7%,0.0%,13
2022 Australian Open R128,L vs Sabalenka,17.3%,27.6%,48.6%,23.1%,40.4%,50.0%,38.5%,53.8%,66.7%,14.3%,17.1%,46.7%,57.1%,33.3%,50.0%,6
2021 BJK Cup Finals RR,W vs Hatouka,35.3%,47.1%,63.3%,41.9%,61.3%,61.1%,38.5%,44.4%,-,29.4%,29.4%,66.7%,50.0%,44.4%,-,77
2021 BJK Cup Finals RR,W vs Mertens,22.8%,34.8%,54.0%,23.5%,43.1%,61.5%,20.0%,50.0%,50.0%,27.3%,30.3%,41.7%,30.8%,50.0%,0.0%,131
2020 Hua Hin R32,W vs Eikeri,24.6%,36.2%,44.9%,25.6%,38.5%,44.8%,22.2%,47.6%,25.0%,25.9%,37.0%,45.0%,23.1%,57.1%,50.0%,17
Last 52 Weeks (1 matches),,32.3%,41.5%,53.7%,37.8%,51.1%,67.9%,40.0%,48.0%,50.0%,23.5%,23.5%,23.1%,28.6%,30.0%,100.0%,77
Career (10 matches),,19.0%,29.1%,49.1%,20.1%,34.4%,51.8%,29.0%,50.2%,62.5%,20.4%,24.3%,43.8%,37.9%,38.8%,42.9%,79
