Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),196,368,98,1722,93,1688,138,1587,,,18,3209,,
2025,428,137,153,1628,123,1625,168,1540,,,33,2446
2024,187,366,82,1725,69,1702,,,,,31,2635
2023,171,440,91,1692,95,1641,100,1614,82,1580,,
2022,241,268,94,1696,95,1663,116,1576,91,1550,,
2021,132,581,123,1659,113,1621,122,1583,115,1527,,
2020,283,222,149,1522,141,1501,149,1408,,,65,1400
2019,378,121,247,1433,238,1415,,,,,107,757
2018,,,,,,,,,,,811,13
2017,670,31,,,,,,,,,68,1080
2016,292,157,,,,,,,,,144,478
2015,382,95,,,,,,,,,225,283
2014,340,101,249,1390,234,1376,238,1300,172,1375,259,204
2013,245,246,280,1346,280,1296,,,188,1381,313,197
2012,673,32,,,,,,,,,644,46
2011,660,35,,,,,,,,,365,163
2010,1125,3,,,,,,,,,1065,3
