Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,7,4,3,57.1%,9-8,52.9%,75-82,47.8%,1-0,100.0%,7,56.4%,38.5%,2.7%,4.8%,66.9%,59.1%,41.9%,53.4%,43.4%,48.4%,0.93,SF (W75 Sydney)
2024,4,3,1,75.0%,5-2,71.4%,40-34,54.1%,1-1,50.0%,4,64.9%,47.4%,4.5%,5.3%,54.3%,64.6%,47.1%,56.6%,47.0%,52.1%,1.08,F (Mumbai 125)
2023,11,8,3,72.7%,17-7,70.8%,121-91,57.1%,0-0,-,2,47.1%,47.1%,4.8%,7.7%,62.5%,56.9%,33.3%,48.1%,50.9%,49.5%,0.98,W (W60 Burnie)
2022,8,6,2,75.0%,12-6,66.7%,100-58,63.3%,0-3,0.0%,0,,,,,,,,,,,,SF (2x)
2021,11,6,5,54.5%,13-13,50.0%,127-122,51.0%,1-2,33.3%,5,70.7%,30.4%,2.5%,3.9%,61.4%,61.0%,55.7%,59.0%,41.9%,50.6%,1.02,QF (2x)
2019,10,8,2,80.0%,17-5,77.3%,124-85,59.3%,1-2,33.3%,2,75.0%,36.8%,3.9%,2.4%,63.8%,66.7%,52.2%,61.4%,44.6%,52.4%,1.16,W (W60 Playford)
2017,12,3,9,25.0%,10-19,34.5%,121-149,44.8%,0-2,0.0%,0,,,,,,,,,,,,QF (Brisbane $25K)
2016,32,16,16,50.0%,40-38,51.3%,368-379,49.3%,6-3,66.7%,0,,,,,,,,,,,,SF (2x)
2015,29,13,16,44.8%,30-37,44.8%,307-305,50.2%,0-4,0.0%,0,,,,,,,,,,,,F (Tweed Heads 15K)
2014,14,5,9,35.7%,11-20,35.5%,132-156,45.8%,2-2,50.0%,0,,,,,,,,,,,,QF (Seoul 50K)
2013,39,25,14,64.1%,56-34,62.2%,457-379,54.7%,3-4,42.9%,0,,,,,,,,,,,,W (Launceston 25K)
2012,13,3,10,23.1%,9-21,30.0%,111-150,42.5%,0-2,0.0%,0,,,,,,,,,,,,QF (Bendigo 25K)
2011,12,4,8,33.3%,10-16,38.5%,116-131,47.0%,1-3,25.0%,0,,,,,,,,,,,,QF (Alice Springs 25K)
2010,3,0,3,0.0%,1-6,14.3%,14-39,26.4%,0-0,-,0,,,,,,,,,,,,R32 (3x)
Career,205,104,101,50.7%,240-232,50.8%,2213-2160,50.6%,16-28,36.4%,20,62.9%,38.5%,3.3%,4.6%,62.3%,61.1%,47.2%,55.9%,44.4%,50.2%,1.01,
