Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 United Cup RR,W vs Helgo,0.0%,-,7.2%,70.0%,22.7%,44.4%,12.5%,7.0%,15.4%,0.0%,-,74,88
2023 Roland Garros R64,L vs Svitolina,0.0%,-,6.0%,80.0%,17.5%,33.3%,16.7%,5.8%,12.5%,2.0%,50.0%,64,26
2023 Roland Garros R128,W vs Parrizas Diaz,0.0%,-,3.8%,71.4%,18.0%,22.2%,9.5%,10.1%,16.7%,0.3%,100.0%,25,6
2022 BJK Cup Finals F,L vs Teichmann,0.0%,-,9.8%,63.2%,10.0%,28.6%,0.0%,8.1%,41.2%,0.9%,0.0%,6,-10
2022 San Jose R32,L vs Townsend,0.0%,-,5.3%,60.0%,12.7%,16.7%,0.0%,11.8%,40.0%,0.0%,-,56,48
2022 s Hertogenbosch R32,L vs Mertens,0.0%,-,12.0%,50.0%,10.7%,15.4%,7.7%,8.8%,30.0%,1.6%,0.0%,29,-6
2022 Australian Open R128,L vs Sabalenka,0.0%,-,6.4%,58.3%,20.0%,21.7%,33.3%,9.9%,20.0%,0.0%,-,40,34
2021 BJK Cup Finals RR,W vs Hatouka,0.0%,-,3.7%,100.0%,15.8%,40.0%,16.7%,11.9%,33.3%,1.4%,100.0%,-2,35
2021 BJK Cup Finals RR,W vs Mertens,0.0%,-,7.2%,46.2%,13.6%,20.8%,6.7%,15.5%,20.0%,0.0%,-,60,58
2020 Hua Hin R32,W vs Eikeri,0.0%,-,9.3%,66.7%,23.4%,31.8%,28.6%,11.3%,9.1%,0.5%,0.0%,130,105
Last 52 Weeks (1 matches),,0.0%,-,7.2%,70.0%,22.7%,44.4%,12.5%,7.0%,15.4%,0.0%,-,74,88
Career (10 matches),,0.0%,-,7.3%,62.3%,15.5%,26.9%,13.2%,9.7%,22.5%,0.7%,33.3%,44,32
