Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,3,2,60.0%,6-5,54.5%,49-54,47.6%,1-0,100.0%,4,58.5%,29.3%,1.7%,6.4%,64.0%,56.8%,45.8%,52.9%,41.7%,47.5%,0.88,
2025,4,2,2,50.0%,5-6,45.5%,55-54,50.5%,1-2,33.3%,4,51.9%,50.0%,1.7%,9.0%,61.6%,57.7%,39.1%,50.6%,48.4%,49.4%,0.98,R16 (2x)
2024,6,3,3,50.0%,6-7,46.2%,57-64,47.1%,0-0,-,6,65.6%,33.3%,1.6%,3.5%,65.8%,59.0%,53.5%,57.1%,42.7%,49.5%,1.00,R32 (Australian Open)
2023,13,4,9,30.8%,11-20,35.5%,124-155,44.4%,1-3,25.0%,13,59.4%,29.9%,1.9%,3.0%,64.7%,59.0%,44.3%,53.8%,42.0%,47.9%,0.91,R16 (Hamburg)
2022,12,3,9,25.0%,11-18,37.9%,116-152,43.3%,3-0,100.0%,8,56.2%,17.6%,2.3%,6.5%,60.0%,60.2%,42.3%,53.0%,36.6%,44.9%,0.78,
2021,16,8,8,50.0%,17-21,44.7%,169-173,49.4%,1-2,33.3%,16,62.9%,35.9%,2.4%,5.0%,61.9%,60.8%,46.6%,55.4%,43.4%,49.4%,0.97,QF (2x)
2020,4,1,3,25.0%,2-6,25.0%,18-43,29.5%,0-0,-,4,35.5%,23.3%,2.4%,4.7%,55.0%,48.3%,38.9%,44.1%,37.6%,41.0%,0.67,R16 (Hua Hin)
2016,2,0,2,0.0%,0-4,0.0%,12-24,33.3%,0-0,-,2,50.0%,16.7%,2.5%,5.9%,60.2%,59.2%,31.9%,48.3%,32.7%,41.1%,0.63,R32 (Nanchang)
2015,2,0,2,0.0%,1-4,20.0%,23-31,42.6%,0-1,0.0%,2,45.5%,36.4%,3.9%,7.4%,59.3%,53.7%,39.8%,48.0%,45.5%,46.8%,0.87,R32 (Hobart)
2014,3,1,2,33.3%,4-4,50.0%,41-38,51.9%,0-2,0.0%,3,-,-,1.5%,5.7%,65.9%,66.7%,36.7%,56.4%,43.3%,49.8%,0.99,R16 (Hobart)
Career,67,25,42,37.3%,63-95,39.9%,664-788,45.7%,7-10,41.2%,62,58.1%,31.2%,2.1%,5.2%,62.4%,59.2%,43.7%,53.3%,42.0%,47.7%,0.90,
