Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,150,72,78,48.0%,166-180,48.0%,1592-1648,49.1%,20-19,51.3%,80,-,-,3.8%,7.1%,62.2%,63.1%,44.0%,55.9%,41.7%,48.8%,0.95
Clay,76,26,50,34.2%,72-110,39.6%,782-910,46.2%,8-10,44.4%,39,-,-,3.2%,7.0%,62.0%,61.6%,44.1%,55.0%,42.2%,48.8%,0.94
Grass,27,11,16,40.7%,25-34,42.4%,267-305,46.7%,4-6,40.0%,24,-,-,5.5%,5.9%,63.7%,67.3%,49.8%,61.0%,36.5%,49.1%,0.93
Grand Slams,40,13,27,32.5%,31-59,34.4%,368-462,44.3%,1-4,20.0%,35,-,-,2.9%,5.4%,64.7%,61.5%,43.3%,55.1%,40.5%,47.9%,0.90
Premiers,34,11,23,32.4%,30-47,39.0%,340-391,46.5%,2-4,33.3%,28,-,-,4.8%,8.3%,61.0%,63.0%,43.7%,55.5%,41.3%,48.5%,0.93
Internationals,131,58,73,44.3%,139-170,45.0%,1395-1529,47.7%,21-23,47.7%,70,-,-,4.1%,7.0%,61.7%,64.3%,46.0%,57.3%,41.3%,49.3%,0.97
Finals,5,4,1,80.0%,8-5,61.5%,65-53,55.1%,0-0,-,1,-,-,4.8%,4.8%,65.7%,66.7%,55.6%,62.9%,38.1%,51.0%,1.03
Semi-finals,7,5,2,71.4%,10-3,76.9%,69-56,55.2%,2-1,66.7%,2,-,-,5.9%,2.9%,69.1%,59.6%,61.9%,60.3%,40.0%,50.0%,1.01
Quarter-finals,22,7,15,31.8%,17-29,37.0%,197-235,45.6%,2-6,25.0%,7,-,-,3.9%,8.6%,60.6%,63.8%,41.0%,54.8%,41.6%,48.3%,0.92
vs Righties,220,86,134,39.1%,214-294,42.1%,2236-2539,46.8%,28-32,46.7%,129,-,-,4.0%,7.0%,62.1%,63.3%,45.0%,56.4%,40.5%,48.5%,0.93
vs Lefties,21,13,8,61.9%,28-22,56.0%,249-230,52.0%,4-1,80.0%,9,-,-,2.7%,6.4%,63.7%,65.8%,42.2%,57.2%,44.6%,51.2%,1.04
vs Top 10,17,2,15,11.8%,4-29,12.1%,97-193,33.4%,0-2,0.0%,15,-,-,3.7%,6.8%,62.5%,59.1%,41.8%,52.6%,33.1%,43.2%,0.70
