Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,18,7,11,38.9%,20-23,46.5%,213-196,52.1%,2-4,33.3%,3,-,-,2.5%,4.1%,63.1%,56.5%,44.4%,52.0%,39.2%,46.1%,0.82,QF (2x)
2013,8,4,4,50.0%,10-9,52.6%,93-86,52.0%,2-0,100.0%,0,,,,,,,,,,,,QF (Nottingham 75K)
2012,8,3,5,37.5%,10-12,45.5%,106-109,49.3%,2-2,50.0%,0,,,,,,,,,,,,QF (Cagnes Sur Mer 100K)
2011,21,13,8,61.9%,30-18,62.5%,253-193,56.7%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2009,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-1,0.0%,0,,,,,,,,,,,,R32 (Midland MI 75K)
2008,14,8,6,57.1%,16-10,61.5%,132-105,55.7%,0-2,0.0%,0,,,,,,,,,,,,W (Pittsburgh PA 50K)
2007,33,25,8,75.8%,51-26,66.2%,391-324,54.7%,5-1,83.3%,0,,,,,,,,,,,,W (3x)
2006,3,0,3,0.0%,0-6,0.0%,15-37,28.8%,0-1,0.0%,0,,,,,,,,,,,,R32 (3x)
2005,16,10,6,62.5%,23-15,60.5%,187-155,54.7%,0-0,-,0,,,,,,,,,,,,F (2x)
2004,38,25,13,65.8%,52-37,58.4%,429-367,53.9%,4-3,57.1%,0,,,,,,,,,,,,W (2x)
2003,54,38,16,70.4%,79-41,65.8%,621-466,57.1%,7-8,46.7%,0,,,,,,,,,,,,W (4x)
2002,55,36,19,65.5%,79-50,61.2%,658-543,54.8%,5-7,41.7%,0,,,,,,,,,,,,W (2x)
2001,39,30,9,76.9%,65-26,71.4%,489-347,58.5%,6-3,66.7%,0,,,,,,,,,,,,W (3x)
2000,7,4,3,57.1%,7-8,46.7%,71-71,50.0%,1-1,50.0%,0,,,,,,,,,,,,F (Hoorn 10K)
Career,315,203,112,64.4%,443-283,61.0%,3671-3014,54.9%,35-34,50.7%,3,-,-,2.5%,4.1%,63.1%,56.5%,44.4%,52.0%,39.2%,46.1%,0.82,
