Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,16,7,9,43.8%,4,2,2,50.0%,2003,2013,R64,9,0.98,3.5%,5.8%,68.9%,60.9%,40.7%,54.6%,44.6%,52.8%,55.7%
Roland Garros,9,Clay,14,5,9,35.7%,1,0,1,0.0%,2003,2013,R32,10,0.87,2.0%,4.4%,63.6%,62.7%,45.5%,56.4%,38.1%,53.1%,43.8%
Wimbledon,9,Grass,19,9,10,47.4%,5,2,3,40.0%,2004,2012,R32,10,0.89,3.7%,6.7%,63.8%,64.4%,47.0%,58.1%,37.5%,50.0%,45.1%
US Open,10,Hard,17,7,10,41.2%,1,1,0,100.0%,2002,2012,R32,10,0.93,2.7%,5.8%,64.6%,59.0%,41.0%,52.7%,44.1%,47.4%,42.7%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2004,2004,R64,0,,,,,,,,,,
Fed Cup,3,,10,4,6,40.0%,3,2,1,66.7%,2003,2006,,0,,,,,,,,,,
Miami,10,Hard,18,8,10,44.4%,6,3,3,50.0%,2004,2014,R64,10,1.03,2.4%,7.1%,59.4%,66.3%,48.3%,59.0%,42.1%,60.3%,38.3%
Indian Wells,10,Hard,16,6,10,37.5%,4,2,2,50.0%,2004,2014,R128,7,0.86,2.7%,6.5%,59.8%,59.5%,41.9%,52.5%,40.9%,53.6%,43.9%
Charleston,8,Clay,15,7,8,46.7%,4,1,3,25.0%,2005,2013,QF,9,0.98,4.7%,6.8%,61.6%,61.5%,47.0%,55.9%,43.2%,55.7%,47.4%
Birmingham,6,Grass,17,10,7,58.8%,10,6,4,60.0%,2006,2013,QF,13,0.98,6.4%,5.5%,63.6%,69.5%,51.7%,63.0%,36.1%,69.3%,41.9%
Budapest,6,Clay,14,8,6,57.1%,2,1,1,50.0%,2000,2012,R16,4,1.17,2.8%,5.0%,61.0%,66.5%,48.4%,59.4%,47.4%,67.6%,48.8%
Pattaya,5,Hard,10,5,5,50.0%,2,1,1,50.0%,2002,2008,QF,1,0.52,0.0%,12.8%,63.8%,50.0%,35.3%,44.7%,28.6%,50.0%,100.0%
