Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,11,3,8,27.3%,9-19,32.1%,117-151,43.7%,1-4,20.0%,11,-,-,4.5%,6.1%,61.0%,64.9%,44.2%,56.8%,36.8%,47.1%,0.85,QF (Florianopolis)
2012,26,9,17,34.6%,24-37,39.3%,261-296,46.9%,4-3,57.1%,26,-,-,3.7%,5.9%,60.4%,63.0%,46.7%,56.6%,40.3%,48.5%,0.93,R16 (5x)
2011,9,3,6,33.3%,9-13,40.9%,102-117,46.6%,1-2,33.3%,9,-,-,2.8%,8.1%,61.1%,61.0%,46.6%,55.4%,41.2%,48.5%,0.92,R16 (Quebec City)
2010,19,3,16,15.8%,10-34,22.7%,183-250,42.3%,2-5,28.6%,19,-,-,3.6%,8.0%,60.4%,62.2%,41.0%,53.8%,39.3%,46.7%,0.85,QF (Brisbane)
2009,50,29,21,58.0%,65-46,58.6%,558-525,51.5%,8-5,61.5%,44,-,-,4.9%,7.6%,62.3%,65.0%,46.8%,58.1%,43.6%,50.9%,1.04,W (Quebec City)
2008,21,10,11,47.6%,23-25,47.9%,216-226,48.9%,3-2,60.0%,16,-,-,4.0%,7.5%,63.5%,66.4%,43.0%,57.9%,39.6%,48.9%,0.94,QF (Quebec City)
2007,12,3,9,25.0%,9-20,31.0%,126-158,44.4%,1-4,20.0%,4,-,-,1.4%,6.2%,63.6%,62.2%,44.3%,55.7%,37.2%,46.2%,0.84,QF (Bangalore)
2006,35,15,20,42.9%,37-46,44.6%,352-389,47.5%,4-3,57.1%,6,-,-,2.6%,4.4%,71.8%,59.6%,46.5%,55.9%,42.2%,49.1%,0.96,SF (Bangalore)
2005,21,9,12,42.9%,20-28,41.7%,214-246,46.5%,4-2,66.7%,1,-,-,2.0%,8.2%,71.4%,54.3%,28.6%,46.9%,29.6%,37.9%,0.56,F (Canberra)
2004,21,3,18,14.3%,12-37,24.5%,173-266,39.4%,1-2,33.3%,4,-,-,1.6%,3.3%,69.9%,54.7%,41.9%,50.8%,44.1%,47.5%,0.90,R16 (Bogota)
2003,11,6,5,54.5%,12-14,46.2%,120-133,47.4%,3-1,75.0%,3,-,-,1.4%,2.3%,65.3%,61.7%,42.7%,55.1%,45.2%,49.9%,1.01,QF (Helsinki)
2002,17,16,1,94.1%,33-5,86.8%,219-106,67.4%,0-2,0.0%,0,,,,,,,,,,,,W (3x)
Career,253,109,144,43.1%,263-324,44.8%,2641-2863,48.0%,32-35,47.8%,143,-,-,3.9%,6.9%,62.4%,63.4%,45.0%,56.5%,41.0%,48.8%,0.94,
