Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),893,25,,,,,,,,,,,,
2025,627,57,,,,,,,,,,,,
2023,136,469,59,1778,51,1739,81,1668,51,1652,,,,
2022,69,739,39,1835,35,1807,73,1683,62,1651,,,,
2021,94,782,72,1737,72,1693,76,1683,67,1623,,,,
2020,94,763,49,1772,45,1740,61,1705,,,1070,20,,
2019,74,763,48,1803,49,1756,45,1745,58,1654,1055,20,,
2018,255,170,171,1576,179,1512,132,1571,,,,,,
2017,417,92,230,1504,218,1466,207,1472,,,496,105,,
2016,497,75,,,,,,,,,276,250,,
2015,596,54,,,,,,,,,1471,10,,
2014,1254,5,,,,,,,,,,,,
