Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,108,53,55,49.1%,125-134,48.3%,1255-1253,50.0%,9-21,30.0%,99,71.8%,27.1%,3.2%,3.7%,67.8%,64.7%,48.8%,59.5%,39.5%,49.7%,0.98
Clay,34,14,20,41.2%,39-52,42.9%,395-440,47.3%,3-5,37.5%,34,66.2%,28.2%,2.3%,4.2%,66.0%,62.2%,45.8%,56.6%,40.0%,48.6%,0.92
Grass,13,6,7,46.2%,23-22,51.1%,218-222,49.5%,1-3,25.0%,13,76.3%,23.1%,3.4%,4.3%,67.4%,67.4%,50.0%,61.7%,37.6%,49.5%,0.98
Grand Slams,27,12,15,44.4%,44-56,44.0%,445-496,47.3%,3-6,33.3%,27,68.3%,26.2%,2.8%,3.6%,67.8%,63.7%,47.1%,58.3%,38.6%,48.6%,0.93
Masters,12,4,8,33.3%,11-18,37.9%,145-152,48.8%,1-4,20.0%,12,72.0%,26.7%,2.0%,3.6%,71.7%,64.4%,46.6%,59.4%,39.0%,49.2%,0.96
Other Tours,93,42,51,45.2%,100-117,46.1%,1037-1060,49.5%,8-19,29.6%,92,71.6%,27.3%,2.9%,4.1%,66.9%,64.4%,48.3%,59.1%,39.8%,49.6%,0.97
Best of 5,28,13,15,46.4%,47-58,44.8%,466-514,47.6%,3-6,33.3%,28,68.0%,27.0%,2.8%,3.6%,67.4%,63.5%,47.2%,58.2%,39.0%,48.8%,0.93
Best of 3,127,60,67,47.2%,140-150,48.3%,1402-1401,50.0%,10-23,30.3%,118,72.1%,26.8%,3.1%,4.0%,67.3%,64.7%,48.6%,59.4%,39.5%,49.6%,0.97
Finals,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,3.4%,5.1%,61.0%,50.0%,30.4%,42.4%,6.7%,30.3%,0.12
Semi-finals,4,1,3,25.0%,2-6,25.0%,34-45,43.0%,0-1,0.0%,4,69.2%,17.9%,4.4%,3.5%,61.7%,61.4%,62.1%,61.7%,31.7%,46.8%,0.83
Quarter-finals,12,4,8,33.3%,13-19,40.6%,151-161,48.4%,0-6,0.0%,12,69.3%,29.4%,3.5%,4.2%,67.9%,63.4%,47.6%,58.3%,40.0%,49.3%,0.96
vs Righties,136,61,75,44.9%,161-191,45.7%,1648-1728,48.8%,10-27,27.0%,127,70.1%,26.3%,2.8%,4.0%,67.1%,63.9%,47.9%,58.6%,39.1%,49.1%,0.94
vs Lefties,18,11,7,61.1%,24-17,58.5%,208-181,53.5%,3-2,60.0%,18,77.9%,29.5%,4.7%,3.4%,69.8%,67.8%,51.1%,62.7%,41.0%,51.6%,1.10
vs Top 10,12,1,11,8.3%,4-29,12.1%,105-193,35.2%,1-2,33.3%,11,56.2%,13.7%,2.4%,3.6%,71.1%,57.0%,45.5%,53.7%,31.6%,43.0%,0.68
