Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 Wimbledon R32,L vs Galan,46,67,0.7,14.5%,21.1%,41,60,0.7,13.9%,20.3%,6.8%,6.1%,0.8,15.7%,19.8%
2023 Wimbledon R64,W vs Fritz,48,52,0.9,17.9%,19.4%,39,45,0.9,16.1%,18.6%,8.7%,7.4%,1.3,15.3%,11.9%
2023 Wimbledon R128,W vs Molcan,39,34,1.1,22.5%,19.7%,34,33,1.0,21.4%,20.8%,14.5%,6.3%,0.5,9.2%,18.5%
2023 Dubai R16,L vs Van De Zandschulp,24,39,0.6,13.4%,21.8%,22,36,0.6,13.4%,22.0%,7.3%,6.1%,0.8,16.8%,20.1%
2023 Marseille QF,L vs Hurkacz,26,49,0.5,11.7%,22.1%,21,45,0.5,10.9%,23.4%,4.2%,6.8%,0.8,18.9%,25.2%
2022 Stockholm QF,L vs Tsitsipas,26,16,1.6,18.4%,11.3%,26,16,1.6,18.8%,11.6%,8.7%,9.4%,1.4,16.3%,12.1%
2022 Stockholm R32,W vs Halys,30,16,1.9,14.8%,7.9%,29,15,1.9,15.3%,7.9%,6.9%,8.5%,0.8,15.8%,19.7%
2022 Florence SF,L vs Wolf,16,18,0.9,12.8%,14.4%,13,18,0.7,11.6%,16.1%,4.5%,7.1%,1.2,24.8%,20.0%
2022 Florence R32,W vs Van Rijthoven,11,8,1.4,13.8%,10.0%,11,7,1.6,14.7%,9.3%,8.0%,6.7%,0.2,7.5%,35.0%
2022 US Open R128,L vs Kubler,26,32,0.8,10.4%,12.8%,24,31,0.8,10.2%,13.1%,5.1%,5.1%,0.8,17.6%,22.0%
2022 Washington SF,L vs Kyrgios,23,17,1.4,17.6%,13.0%,22,14,1.6,18.8%,12.0%,3.4%,7.7%,1.7,35.9%,21.4%
2022 Wimbledon R64,L vs Sinner,18,32,0.6,7.3%,13.0%,16,29,0.6,6.9%,12.5%,3.9%,3.0%,0.9,18.3%,19.5%
2022 Wimbledon R128,W vs Altmaier,31,20,1.6,14.0%,9.0%,27,15,1.8,13.6%,7.6%,6.6%,6.6%,0.6,15.3%,24.8%
2021 US Open R128,L vs Brooksby,33,64,0.5,12.0%,23.3%,31,60,0.5,11.7%,22.6%,8.3%,3.0%,0.6,13.5%,21.5%
2021 Winston-Salem F,L vs Ivashka,9,35,0.3,10.1%,39.3%,7,32,0.2,8.8%,40.0%,7.5%,1.3%,1.0,12.4%,12.4%
2021 Gstaad R16,W vs Lopez,21,41,0.5,9.1%,17.7%,14,36,0.4,6.9%,17.7%,4.9%,2.0%,0.5,11.6%,21.6%
2021 Wimbledon R64,L vs Auger Aliassime,25,28,0.9,11.5%,12.8%,25,25,1.0,12.8%,12.8%,6.7%,6.2%,1.3,23.4%,17.9%
2021 Wimbledon R128,W vs Tsonga,42,37,1.1,11.5%,10.1%,39,32,1.2,11.5%,9.5%,7.7%,3.6%,0.9,13.2%,14.2%
2021 Roland Garros R32,L vs Sinner,20,27,0.7,10.1%,13.6%,20,27,0.7,10.7%,14.4%,,,0.9,19.7%,21.2%
2021 Roland Garros R64,W vs Monfils,24,22,1.1,11.1%,10.2%,24,22,1.1,11.8%,10.8%,,,0.5,14.4%,27.3%
Career (39 matches),,949,1228,0.8,12.8%,16.5%,860,1154,0.7,12.6%,16.9%,4.8%,3.7%,0.7,15.5%,20.7%
