Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,56,39,17,69.6%,85-48,63.9%,679-597,53.2%,11-5,68.8%,56,75.6%,30.2%,3.0%,3.6%,67.0%,66.2%,49.9%,60.8%,41.2%,51.2%,1.05
Clay,52,33,19,63.5%,70-53,56.9%,594-559,51.5%,4-7,36.4%,51,66.3%,36.8%,2.7%,4.5%,64.7%,63.1%,45.3%,56.8%,43.5%,50.3%,1.01
Grass,5,2,3,40.0%,5-7,41.7%,57-57,50.0%,0-1,0.0%,5,75.0%,26.3%,6.5%,3.5%,73.8%,65.2%,52.6%,61.9%,38.6%,50.1%,1.01
Finals,7,4,3,57.1%,9-7,56.3%,73-70,51.0%,0-0,-,7,75.3%,25.7%,6.1%,4.0%,69.0%,70.0%,46.4%,62.7%,38.7%,50.7%,1.04
Semi-finals,11,7,4,63.6%,13-9,59.1%,114-100,53.3%,1-2,33.3%,10,76.6%,29.8%,2.0%,3.5%,68.0%,65.5%,49.4%,60.4%,41.1%,51.1%,1.04
Quarter-finals,18,11,7,61.1%,24-17,58.5%,199-189,51.3%,3-1,75.0%,18,67.2%,34.9%,3.0%,4.0%,69.6%,61.5%,48.8%,57.6%,42.7%,50.5%,1.01
vs Righties,91,59,32,64.8%,129-88,59.4%,1076-990,52.1%,13-11,54.2%,90,71.2%,32.7%,3.1%,4.0%,66.1%,64.6%,47.5%,58.8%,42.1%,50.6%,1.02
vs Lefties,17,11,6,64.7%,23-16,59.0%,194-178,52.2%,1-2,33.3%,17,71.9%,32.6%,3.0%,4.1%,65.8%,65.2%,50.0%,60.0%,41.4%,50.8%,1.04
