Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Dubai R16,L vs Van De Zandschulp,0.0%,-,8.4%,60.0%,5.1%,10.8%,0.0%,8.4%,22.9%,2.8%,20.0%,-93,-91
2023 Marseille QF,L vs Hurkacz,1.8%,100.0%,5.9%,76.9%,6.4%,16.7%,0.0%,6.3%,25.0%,0.5%,66.7%,-82,-73
2022 Stockholm QF,L vs Tsitsipas,6.3%,50.0%,27.0%,60.5%,13.0%,12.5%,0.0%,7.5%,35.3%,0.0%,-,-54,-82
2022 Stockholm R32,W vs Halys,0.0%,-,8.9%,100.0%,19.1%,17.4%,100.0%,13.7%,40.0%,0.0%,-,-56,-70
2022 Florence SF,L vs Wolf,0.0%,-,13.6%,88.2%,4.3%,4.8%,0.0%,14.3%,28.0%,0.4%,0.0%,-73,-76
2022 Florence R32,W vs Van Rijthoven,0.0%,-,3.8%,100.0%,5.9%,0.0%,0.0%,9.5%,0.0%,0.0%,-,-104,-87
2022 Washington SF,L vs Kyrgios,0.0%,-,6.1%,25.0%,15.0%,18.8%,0.0%,17.1%,55.6%,0.6%,0.0%,-38,-91
2021 US Open R128,L vs Brooksby,0.0%,-,8.4%,69.6%,7.6%,22.2%,0.0%,4.2%,17.4%,1.4%,8.3%,-91,-87
2021 Winston Salem F,L vs Ivashka,0.0%,-,4.5%,50.0%,8.6%,15.8%,50.0%,1.8%,0.0%,0.7%,0.0%,112,54
2021 Gstaad R16,W vs Lopez,0.0%,-,4.3%,60.0%,12.2%,35.5%,0.0%,6.7%,10.0%,0.3%,100.0%,-20,19
2021 Roland Garros R64,W vs Monfils,0.9%,100.0%,11.6%,64.0%,7.5%,11.6%,0.0%,3.7%,28.6%,0.7%,33.3%,-119,-94
2021 Australian Open R128,W vs Hurkacz,0.6%,0.0%,7.2%,73.9%,7.3%,15.1%,0.0%,6.8%,23.8%,0.6%,100.0%,-88,-67
2020 Montpellier R32,W vs Sinner,0.0%,-,5.5%,83.3%,6.7%,0.0%,0.0%,4.1%,0.0%,0.4%,100.0%,-120,-97
2020 Australian Open R64,L vs Khachanov,2.7%,60.0%,17.3%,70.5%,8.8%,16.0%,9.1%,6.2%,10.9%,0.8%,42.9%,-87,-88
2019 NextGen Finals RR,L vs Sinner,0.0%,-,2.3%,50.0%,3.8%,7.7%,0.0%,1.7%,0.0%,0.7%,0.0%,-5,6
2019 NextGen Finals RR,W vs Humbert,1.7%,100.0%,4.7%,83.3%,7.0%,10.0%,0.0%,6.2%,10.0%,0.0%,-,-127,-69
2019 Mouilleron CH F,W vs Bourgue,0.0%,-,9.2%,60.0%,16.0%,14.3%,0.0%,10.3%,41.7%,0.0%,-,4,22
2019 Orleans CH F,W vs Barrere,0.0%,-,6.0%,100.0%,11.1%,27.3%,0.0%,4.8%,0.0%,1.3%,0.0%,-84,-64
2019 Wimbledon Q2,W vs Brown,0.0%,-,15.6%,52.6%,32.0%,38.9%,0.0%,21.9%,33.3%,0.7%,100.0%,12,-3
2019 Murcia CH F,L vs Carballes Baena,4.1%,0.0%,12.4%,44.4%,8.1%,9.7%,10.0%,4.1%,24.1%,0.9%,75.0%,-84,-94
Career (23 matches),,1.0%,57.9%,9.5%,68.6%,9.0%,16.3%,6.2%,7.1%,24.3%,0.8%,34.8%,-76,-70
