Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Dubai R16,L vs Van De Zandschulp,75.9%,48.3%,8.9%,6/1,2.33,3.6%,74.5%,50.0%,5.9%,2.37,5.1%,88.0%,45.5%,16.0%,2.24,0.0%
2023 Marseille QF,L vs Hurkacz,68.6%,52.8%,0.0%,0/0,2.44,4.5%,53.2%,48.5%,0.0%,2.42,7.0%,92.9%,56.4%,0.0%,2.47,0.0%
2022 Stockholm QF,L vs Tsitsipas,70.5%,43.6%,1.3%,0/1,2.29,3.5%,66.7%,44.4%,1.9%,2.33,4.3%,86.4%,42.1%,0.0%,2.14,0.0%
2022 Stockholm R32,W vs Halys,69.7%,56.6%,4.6%,3/2,2.44,2.5%,63.9%,41.3%,5.6%,2.33,3.6%,93.8%,80.0%,3.1%,2.70,0.0%
2022 Florence SF,L vs Wolf,67.7%,59.1%,4.6%,2/1,2.45,2.3%,62.2%,57.1%,6.7%,2.55,3.2%,84.2%,62.5%,0.0%,2.23,0.0%
2022 Florence R32,W vs Van Rijthoven,66.7%,75.0%,0.0%,0/0,-,10.7%,66.7%,80.0%,0.0%,-,14.3%,72.7%,62.5%,0.0%,-,0.0%
2022 Washington SF,L vs Kyrgios,51.5%,44.1%,0.0%,0/0,-,13.0%,46.8%,50.0%,0.0%,-,16.1%,63.2%,33.3%,0.0%,-,6.7%
2021 US Open R128,L vs Brooksby,89.1%,50.8%,4.4%,4/2,2.20,1.8%,84.1%,47.8%,6.1%,2.16,1.8%,98.1%,54.7%,1.9%,2.24,1.9%
2021 Winston Salem F,L vs Ivashka,50.0%,13.3%,13.3%,3/1,2.35,2.1%,38.9%,0.0%,11.1%,2.27,3.3%,66.7%,25.0%,16.7%,2.50,0.0%
2021 Gstaad R16,W vs Lopez,55.4%,46.8%,8.9%,8/2,2.19,51.3%,43.5%,40.7%,8.1%,2.13,58.2%,79.5%,51.4%,11.4%,2.35,34.8%
2021 Roland Garros R64,W vs Monfils,81.8%,55.6%,4.5%,3/2,2.44,7.8%,76.2%,52.1%,6.3%,2.57,5.9%,95.5%,59.5%,2.3%,2.19,11.5%
2021 Australian Open R128,W vs Hurkacz,63.7%,48.8%,3.7%,4/1,2.34,6.5%,58.9%,50.0%,4.2%,2.36,8.3%,81.1%,46.7%,2.7%,2.28,0.0%
2020 Montpellier R32,W vs Sinner,71.2%,54.1%,3.8%,1/1,-,0.0%,64.5%,45.0%,3.2%,-,0.0%,94.4%,64.7%,5.6%,-,0.0%
2020 Australian Open R64,L vs Khachanov,79.1%,55.0%,2.5%,4/0,2.54,8.3%,77.9%,49.4%,0.0%,2.51,13.1%,90.6%,64.6%,7.5%,2.61,0.0%
2019 NextGen Finals RR,L vs Sinner,68.2%,33.3%,0.0%,0/0,2.68,3.2%,62.5%,25.0%,0.0%,2.72,4.3%,100.0%,50.0%,0.0%,2.56,0.0%
2019 NextGen Finals RR,W vs Humbert,71.9%,43.5%,6.3%,2/2,2.42,7.7%,70.6%,45.8%,8.8%,2.48,13.6%,81.5%,40.9%,3.7%,2.35,0.0%
2019 Mouilleron CH F,W vs Bourgue,64.7%,69.7%,0.0%,0/0,2.72,18.9%,50.0%,66.7%,0.0%,2.87,22.2%,85.7%,72.2%,0.0%,2.30,10.0%
2019 Orleans CH F,W vs Barrere,64.3%,50.0%,0.0%,0/0,2.17,4.8%,56.8%,47.6%,0.0%,2.22,6.7%,78.9%,53.3%,0.0%,2.04,0.0%
2019 Wimbledon Q2,W vs Brown,67.2%,51.2%,1.6%,1/0,2.04,31.7%,68.1%,43.8%,0.0%,2.15,45.8%,73.3%,72.7%,6.7%,1.88,11.8%
2019 Murcia CH F,L vs Carballes Baena,79.1%,39.6%,3.0%,1/1,2.48,5.8%,82.2%,37.8%,2.2%,2.48,8.5%,84.2%,43.8%,5.3%,2.48,0.0%
Career (23 matches),,71.5%,51.1%,3.2%,70.0%,2.37,9.6%,66.6%,48.0%,3.2%,2.37,12.5%,86.6%,55.4%,3.6%,2.36,3.6%
