Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,2,1,1,50.0%,3-3,50.0%,28-33,45.9%,2-1,66.7%,2,55.2%,34.5%,6.3%,4.0%,57.0%,63.0%,37.5%,52.0%,42.7%,47.7%,0.89,R32 (Barcelona)
2005,3,0,3,0.0%,0-6,0.0%,24-37,39.3%,0-1,0.0%,3,63.3%,16.7%,6.0%,1.6%,58.2%,68.9%,38.2%,56.0%,36.8%,45.8%,0.84,R32 (Estoril)
2004,22,7,15,31.8%,16-37,30.2%,220-291,43.1%,2-7,22.2%,22,68.1%,19.4%,5.4%,4.3%,55.9%,65.5%,48.5%,58.0%,35.0%,46.7%,0.83,QF (Costa Do Sauipe)
2003,19,10,9,52.6%,27-19,58.7%,229-201,53.3%,3-3,50.0%,19,74.3%,32.0%,4.2%,4.2%,59.5%,68.1%,50.5%,61.0%,41.6%,51.2%,1.07,QF (2x)
2002,26,8,18,30.8%,20-37,35.1%,259-305,45.9%,6-5,54.5%,26,72.5%,18.9%,6.4%,3.6%,53.5%,70.6%,48.5%,60.3%,34.8%,47.8%,0.88,QF (2x)
2001,44,20,24,45.5%,47-59,44.3%,485-539,47.4%,13-9,59.1%,44,73.1%,21.8%,7.4%,3.9%,49.0%,70.2%,50.9%,60.4%,37.3%,48.9%,0.94,F (Acapulco)
2000,32,12,20,37.5%,31-48,39.2%,354-398,47.1%,5-6,45.5%,32,74.0%,21.2%,7.5%,4.1%,53.0%,71.5%,49.6%,61.2%,36.3%,48.8%,0.94,SF (Mallorca)
1999,33,14,19,42.4%,35-43,44.9%,373-399,48.3%,8-4,66.7%,33,75.9%,21.2%,6.8%,4.3%,52.3%,71.8%,50.1%,61.4%,36.5%,49.4%,0.95,W (San Marino)
1998,45,20,25,44.4%,50-57,46.7%,496-539,47.9%,9-8,52.9%,45,72.1%,23.6%,5.3%,3.3%,56.2%,67.6%,48.5%,59.2%,38.5%,48.9%,0.94,SF (2x)
1997,35,16,19,45.7%,40-48,45.5%,415-462,47.3%,11-6,64.7%,35,73.4%,20.4%,4.4%,4.2%,57.7%,67.4%,49.5%,59.9%,36.2%,48.5%,0.90,SF (2x)
1996,28,11,17,39.3%,29-41,41.4%,316-353,47.2%,3-2,60.0%,27,71.1%,21.9%,4.1%,3.8%,63.3%,66.5%,47.1%,59.4%,36.7%,48.3%,0.90,QF (Bastad)
1995,7,3,4,42.9%,7-10,41.2%,65-84,43.6%,0-0,-,7,64.4%,23.7%,2.1%,2.1%,65.5%,61.2%,47.9%,56.6%,39.2%,47.5%,0.90,QF (Buenos Aires)
1994,1,0,1,0.0%,1-2,33.3%,15-18,45.5%,1-0,100.0%,1,68.8%,18.8%,4.8%,5.7%,60.0%,68.3%,47.6%,60.0%,39.3%,49.3%,0.98,R32 (Athens)
Career,297,122,175,41.1%,306-410,42.7%,3279-3659,47.3%,63-52,54.8%,296,72.4%,22.1%,5.8%,3.9%,55.4%,68.6%,49.1%,59.9%,37.1%,48.7%,0.93,
