Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,20,11,9,55.0%,23-17,57.5%,189-188,50.1%,3-2,60.0%,0,,,,,,,,,,,,QF (3x)
2004,11,2,9,18.2%,6-14,30.0%,85-108,44.0%,0-3,0.0%,0,,,,,,,,,,,,R16 (2x)
2003,26,15,11,57.7%,33-23,58.9%,296-256,53.6%,3-7,30.0%,0,,,,,,,,,,,,W (Brindisi)
2002,20,11,9,55.0%,22-20,52.4%,201-189,51.5%,4-2,66.7%,0,,,,,,,,,,,,F (Geneva)
2001,5,3,2,60.0%,7-4,63.6%,57-45,55.9%,1-1,50.0%,0,,,,,,,,,,,,SF (Espinho)
2000,13,5,8,38.5%,15-17,46.9%,151-161,48.4%,2-3,40.0%,0,,,,,,,,,,,,SF (Barcelona)
1998,11,7,4,63.6%,13-9,59.1%,103-90,53.4%,1-0,100.0%,0,,,,,,,,,,,,SF (Graz)
1997,20,12,8,60.0%,22-19,53.7%,188-180,51.1%,4-2,66.7%,0,,,,,,,,,,,,SF (Braunschweig)
1996,40,29,11,72.5%,56-26,68.3%,408-333,55.1%,2-5,28.6%,0,,,,,,,,,,,,W (Prague)
1995,15,8,7,53.3%,15-16,48.4%,143-146,49.5%,2-1,66.7%,0,,,,,,,,,,,,W (Tampere)
Career,181,103,78,56.9%,212-165,56.2%,1821-1696,51.8%,22-26,45.8%,0,,,,,,,,,,,,
