Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2001 Acapulco F,L vs Kuerten,43.1%,47.1%,32.0%,45.3%,54.8%,58.1%,35.7%,58.4%,57.1%,58.8%,0.0%,31.3%,37.5%,27.3%,-79
Career (1 matches),,43.1%,47.1%,32.0%,45.3%,54.8%,58.1%,35.7%,58.4%,57.1%,58.8%,0.0%,31.3%,37.5%,27.3%,-79
