Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Lugano CH QF,L vs Cassone,70.9%,50.7%,1.9%,1/1,2.43,12.1%,72.4%,45.5%,2.6%,2.40,22.6%,78.3%,66.7%,0.0%,2.46,0.0%
2024 NextGen Finals SF,L vs Fonseca,50.0%,31.6%,2.6%,0/1,2.68,20.6%,40.7%,36.4%,0.0%,2.58,25.0%,72.7%,25.0%,9.1%,2.90,10.0%
2024 NextGen Finals RR,W vs Basavareddy,73.3%,54.0%,8.1%,4/3,2.47,14.3%,64.0%,46.9%,6.0%,2.24,21.1%,93.9%,61.3%,12.1%,2.75,6.3%
2024 NextGen Finals RR,W vs Shang,69.2%,57.4%,7.7%,3/3,2.50,12.2%,62.0%,48.4%,8.0%,2.66,17.1%,92.0%,69.6%,8.0%,2.11,0.0%
2024 Miami R64,L vs Ruud,64.5%,49.0%,1.3%,1/0,2.12,4.0%,54.0%,48.1%,0.0%,1.98,3.4%,88.0%,50.0%,4.0%,2.31,4.8%
2024 Australian Open R64,W vs Musetti,78.4%,51.7%,1.3%,1/1,2.42,29.5%,68.5%,41.0%,0.0%,2.16,51.0%,92.2%,62.7%,3.1%,2.69,4.5%
2023 NextGen Finals SF,L vs Fils,57.1%,32.5%,2.9%,2/0,2.38,11.6%,54.3%,24.0%,4.3%,2.13,18.5%,75.0%,46.7%,0.0%,2.81,0.0%
2023 Bastad R32,W vs Madaras,70.3%,57.7%,1.4%,1/0,2.00,8.9%,65.0%,57.7%,2.5%,1.70,17.4%,86.7%,57.7%,0.0%,2.32,0.0%
2022 Maia CH F,W vs Neuchrist,85.1%,51.4%,3.4%,3/0,2.37,6.9%,82.4%,48.2%,2.9%,2.43,13.3%,94.7%,61.1%,5.3%,2.30,0.0%
2022 Valencia CH F,L vs Krutykh,65.1%,46.4%,9.3%,4/0,2.29,11.4%,52.2%,58.3%,4.3%,2.36,22.2%,88.9%,37.5%,16.7%,2.21,0.0%
Career (10 matches),,70.8%,50.3%,3.6%,69.0%,2.37,14.3%,64.7%,45.2%,2.9%,2.27,23.3%,88.1%,57.6%,5.2%,2.49,2.3%
