Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,39,14,25,35.9%,39-60,39.4%,430-495,46.5%,6-9,40.0%,38,78.1%,17.5%,6.5%,3.6%,60.3%,70.5%,51.7%,63.1%,34.6%,48.5%,0.94
Clay,22,8,14,36.4%,19-31,38.0%,230-265,46.5%,6-5,54.5%,21,71.1%,21.9%,2.2%,3.7%,61.8%,65.9%,47.6%,58.9%,38.5%,48.7%,0.94
Grass,4,1,3,25.0%,4-9,30.8%,52-79,39.7%,4-0,100.0%,4,60.0%,15.9%,4.4%,4.8%,59.1%,62.4%,46.7%,56.0%,37.1%,46.9%,0.84
Grand Slams,10,3,7,30.0%,11-25,30.6%,155-185,45.6%,1-5,16.7%,10,76.2%,17.3%,4.2%,4.1%,58.0%,67.6%,53.4%,61.6%,36.0%,48.3%,0.94
Masters,8,2,6,25.0%,8-13,38.1%,106-114,48.2%,2-5,28.6%,8,74.5%,23.4%,3.7%,3.2%,63.6%,68.1%,49.2%,61.2%,37.7%,49.4%,0.97
Other Tours,38,13,25,34.2%,35-53,39.8%,388-478,44.8%,13-4,76.5%,36,71.8%,17.5%,4.6%,3.9%,59.3%,67.9%,48.8%,60.1%,35.4%,47.8%,0.89
Best of 5,18,7,11,38.9%,17-34,33.3%,206-239,46.3%,1-5,16.7%,18,78.5%,18.1%,5.9%,3.6%,61.5%,68.8%,52.7%,62.6%,36.0%,49.0%,0.96
Best of 3,47,16,31,34.0%,45-66,40.5%,506-600,45.8%,15-9,62.5%,45,72.5%,19.0%,4.4%,3.8%,60.3%,68.1%,48.8%,60.4%,36.0%,48.2%,0.91
Semi-finals,2,0,2,0.0%,0-2,0.0%,6-8,42.9%,0-0,-,2,75.0%,5.0%,11.2%,2.6%,67.2%,65.4%,55.3%,62.1%,21.3%,42.4%,0.56
Quarter-finals,2,0,2,0.0%,1-4,20.0%,21-29,42.0%,0-0,-,2,79.2%,7.7%,2.7%,2.7%,61.4%,69.9%,45.1%,60.3%,26.2%,45.3%,0.66
vs Righties,54,20,34,37.0%,53-83,39.0%,609-701,46.5%,14-12,53.8%,53,74.8%,19.2%,4.6%,3.9%,60.5%,68.3%,50.5%,61.3%,36.2%,48.6%,0.93
vs Lefties,11,3,8,27.3%,9-17,34.6%,103-138,42.7%,2-2,50.0%,10,72.8%,16.3%,6.3%,2.9%,61.8%,68.4%,46.9%,60.2%,35.1%,47.5%,0.88
vs Top 10,4,0,4,0.0%,3-9,25.0%,45-66,40.5%,1-1,50.0%,4,70.4%,10.9%,4.6%,4.6%,63.1%,68.3%,48.3%,60.9%,30.1%,45.5%,0.77
