Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,7,4,3,57.1%,3,0,3,0.0%,2023,2026,R32,7,1.08,4.8%,4.0%,57.8%,70.3%,54.7%,63.7%,39.1%,56.6%,43.5%
Roland Garros,5,Clay,8,3,5,37.5%,3,1,2,33.3%,2021,2025,R64,8,0.99,1.8%,3.3%,61.6%,64.0%,51.6%,59.2%,40.3%,57.4%,42.0%
Wimbledon,3,Grass,7,3,4,42.9%,7,4,3,57.1%,2023,2025,R128,7,0.95,4.9%,5.3%,65.8%,68.3%,52.8%,63.0%,35.3%,66.7%,27.5%
US Open,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2023,2025,R128,5,1.01,3.6%,5.7%,60.8%,68.4%,47.0%,60.0%,40.2%,61.3%,38.1%
Davis Cup,1,,1,1,0,100.0%,0,0,0,-,2024,2024,,1,1.28,5.4%,5.4%,66.1%,75.7%,42.1%,64.3%,45.6%,60.0%,80.0%
Miami Masters,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2024,2026,R64,4,1.04,4.8%,3.1%,62.9%,76.0%,45.4%,64.6%,37.0%,71.4%,64.7%
Indian Wells Masters,2,Hard,2,0,2,0.0%,3,0,3,0.0%,2024,2026,R128,2,0.87,2.4%,6.1%,58.8%,73.2%,42.6%,60.6%,34.2%,68.8%,50.0%
Metz,4,Hard,9,4,5,44.4%,4,3,1,75.0%,2021,2025,QF,9,0.93,6.8%,4.4%,61.7%,73.9%,50.5%,64.9%,32.8%,62.7%,22.8%
Paris Masters,3,Hard,3,0,3,0.0%,2,1,1,50.0%,2021,2025,R64,3,0.75,1.7%,4.3%,58.4%,62.2%,47.9%,56.3%,32.9%,42.9%,31.3%
Umag,2,Clay,3,1,2,33.3%,1,1,0,100.0%,2024,2025,R32,3,1.05,3.4%,3.4%,59.9%,68.9%,49.3%,61.0%,40.9%,50.0%,40.0%
Bastad,3,Clay,4,1,3,25.0%,1,1,0,100.0%,2023,2025,R16,4,0.78,2.8%,5.3%,64.0%,62.7%,39.3%,54.3%,35.6%,54.3%,33.3%
