Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Lugano CH QF,L vs Cassone,0.0%,-,6.7%,76.9%,8.8%,10.5%,0.0%,14.3%,47.1%,0.6%,100.0%,-44,-18
2024 NextGen Finals SF,L vs Fonseca,0.0%,-,10.1%,44.4%,12.1%,13.6%,0.0%,5.6%,20.0%,2.7%,66.7%,-39,-13
2024 NextGen Finals RR,W vs Basavareddy,1.6%,100.0%,6.9%,81.8%,10.5%,15.8%,0.0%,14.5%,26.7%,1.6%,25.0%,-84,-7
2024 NextGen Finals RR,W vs Shang,0.0%,-,5.2%,50.0%,13.3%,23.5%,20.0%,9.7%,0.0%,0.8%,50.0%,-91,-50
2024 Miami R64,L vs Ruud,1.5%,100.0%,10.0%,80.0%,13.5%,10.0%,0.0%,8.1%,27.3%,0.4%,100.0%,-48,-31
2024 Australian Open R64,W vs Musetti,0.0%,-,11.9%,79.4%,11.1%,12.4%,4.8%,6.1%,17.4%,0.3%,50.0%,-59,-53
2023 NextGen Finals SF,L vs Fils,0.0%,-,4.4%,83.3%,9.8%,15.0%,0.0%,5.9%,11.1%,0.5%,100.0%,-81,-55
2023 Bastad R32,W vs Madaras,0.0%,-,12.5%,82.4%,10.5%,7.9%,16.7%,7.0%,7.1%,1.0%,66.7%,-87,-75
2022 Maia CH F,W vs Neuchrist,0.0%,-,10.1%,93.8%,8.9%,9.5%,4.0%,8.7%,17.2%,2.2%,33.3%,-100,-101
2022 Valencia CH F,L vs Krutykh,0.0%,-,7.5%,83.3%,7.6%,8.3%,0.0%,4.7%,20.0%,1.6%,0.0%,-81,-95
Career (10 matches),,0.3%,100.0%,8.8%,77.8%,10.6%,12.5%,6.3%,8.4%,19.3%,1.0%,46.7%,-72,-52
