Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Lugano CH QF,L vs Cassone,33.3%,38.9%,58.6%,38.1%,44.6%,53.6%,51.6%,52.3%,30.0%,25.0%,0.0%,15.6%,15.6%,66.7%,10
2024 NextGen Finals SF,L vs Fonseca,29.4%,39.2%,32.4%,35.5%,31.4%,45.7%,33.3%,40.3%,40.0%,40.0%,75.0%,28.6%,28.6%,30.0%,110
2024 NextGen Finals RR,W vs Basavareddy,47.9%,54.8%,51.4%,51.6%,58.7%,65.2%,68.4%,64.6%,50.0%,34.6%,-,33.3%,41.7%,31.3%,89
2024 NextGen Finals RR,W vs Shang,34.2%,40.8%,49.0%,38.4%,38.6%,45.6%,48.6%,44.2%,54.5%,37.1%,0.0%,22.2%,27.8%,50.0%,1
2024 Miami R64,L vs Ruud,32.4%,44.6%,60.0%,39.5%,43.1%,58.8%,79.3%,53.3%,60.9%,35.7%,50.0%,8.7%,13.0%,33.3%,-79
2024 Australian Open R64,W vs Musetti,21.8%,33.8%,62.4%,29.9%,30.7%,46.7%,65.4%,45.1%,50.0%,24.4%,0.0%,10.9%,18.2%,59.2%,-4
2023 NextGen Finals SF,L vs Fils,32.3%,43.1%,58.1%,39.5%,37.2%,53.5%,59.3%,48.1%,64.7%,30.8%,-,23.8%,23.8%,56.3%,-10
2023 Bastad R32,W vs Madaras,22.6%,30.6%,57.8%,31.5%,36.1%,50.0%,82.6%,51.4%,50.0%,27.8%,50.0%,4.3%,4.3%,31.8%,-76
2022 Maia CH F,W vs Neuchrist,16.7%,25.0%,63.8%,25.1%,18.9%,32.4%,73.3%,35.4%,58.8%,50.0%,100.0%,15.2%,18.2%,53.6%,7
2022 Valencia CH F,L vs Krutykh,5.4%,10.8%,25.7%,8.4%,5.3%,10.5%,27.8%,11.1%,44.4%,50.0%,50.0%,5.6%,11.1%,23.5%,-79
Career (10 matches),,28.4%,37.2%,54.5%,34.7%,36.7%,48.8%,60.1%,47.0%,50.5%,33.3%,43.5%,15.7%,19.5%,47.3%,14
