Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,5,0,5,0.0%,1-10,9.1%,34-63,35.1%,0-1,0.0%,0,,,,,,,,,,,,R32 (5x)
2023,46,24,22,52.2%,56-52,51.9%,512-493,50.9%,3-9,25.0%,0,,,,,,,,,,,,F (W25 Santarem)
2022,53,28,25,52.8%,58-61,48.7%,526-532,49.7%,5-3,62.5%,1,66.7%,0.0%,2.6%,3.9%,61.8%,70.2%,27.6%,53.9%,34.3%,44.5%,0.74,F (W25 Ourense)
2021,53,32,21,60.4%,70-51,57.9%,591-507,53.8%,5-5,50.0%,0,,,,,,,,,,,,W (W25 Naples FL)
2020,29,22,7,75.9%,44-18,71.0%,322-208,60.8%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2019,45,24,21,53.3%,54-48,52.9%,479-433,52.5%,3-7,30.0%,0,,,,,,,,,,,,W (2x)
2018,43,29,14,67.4%,62-38,62.0%,497-410,54.8%,3-4,42.9%,0,,,,,,,,,,,,W (2x)
2017,15,8,7,53.3%,19-17,52.8%,164-154,51.6%,0-1,0.0%,0,,,,,,,,,,,,SF (Vrnjacka Banja $15K)
2015,2,0,2,0.0%,1-4,20.0%,16-30,34.8%,1-0,100.0%,0,,,,,,,,,,,,R32 (2x)
Career,291,167,124,57.4%,365-299,55.0%,3141-2830,52.6%,22-32,40.7%,1,66.7%,0.0%,2.6%,3.9%,61.8%,70.2%,27.6%,53.9%,34.3%,44.5%,0.74,
