Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,130,73,57,56.2%,157-137,53.4%,1388-1268,52.3%,12-12,50.0%,1,66.7%,0.0%,2.6%,3.9%,61.8%,70.2%,27.6%,53.9%,34.3%,44.5%,0.74
Clay,157,92,65,58.6%,203-157,56.4%,1708-1515,53.0%,9-19,32.1%,0,,,,,,,,,,,
Carpet,4,2,2,50.0%,5-5,50.0%,45-47,48.9%,1-1,50.0%,0,,,,,,,,,,,
Finals,13,7,6,53.8%,16-16,50.0%,149-154,49.2%,1-1,50.0%,0,,,,,,,,,,,
Semi-finals,22,13,9,59.1%,25-23,52.1%,229-231,49.8%,2-3,40.0%,0,,,,,,,,,,,
Quarter-finals,44,22,22,50.0%,51-47,52.0%,445-431,50.8%,5-4,55.6%,0,,,,,,,,,,,
vs Righties,139,63,76,45.3%,144-176,45.0%,1414-1513,48.3%,10-21,32.3%,1,66.7%,0.0%,2.6%,3.9%,61.8%,70.2%,27.6%,53.9%,34.3%,44.5%,0.74
vs Lefties,19,10,9,52.6%,23-18,56.1%,200-171,53.9%,0-3,0.0%,0,,,,,,,,,,,
