Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Cincinnati R32,L vs Sinner,2.8,2.7,2.9,46.7%,36.4%,18.2%,33.3%,57.3%,7.5%,-17.0,-22.7,-3.0,-4.8
2025 Canada R32,L vs Fritz,3.2,3.1,3.3,41.3%,41.7%,42.9%,20.0%,67.6%,6.8%,-7.0,-8.6,-2.5,-6.1
2025 Wimbledon R64,L vs Fritz,3.1,2.9,3.3,49.5%,46.8%,35.0%,18.2%,55.2%,25.0%,-9.5,-5.8,1.5,1.3
2025 Queens Club R16,L vs Lehecka,2.6,2.4,2.8,43.8%,41.7%,37.5%,0.0%,61.0%,21.9%,-2.5,-5.7,-2.0,-8.0
2025 s Hertogenbosch F,W vs Bergs,3.2,3.5,3.0,56.3%,51.4%,30.0%,50.0%,57.5%,18.4%,9.5,10.2,-5.0,-8.3
2025 Roland Garros R64,L vs Griekspoor,3.1,3.3,2.9,46.9%,56.3%,50.0%,33.3%,50.7%,10.9%,3.0,2.5,0.5,0.4
2025 Madrid QF,L vs Musetti,4.0,3.2,4.8,46.4%,48.5%,0.0%,22.2%,56.3%,12.0%,-9.0,-9.1,-5.0,-6.9
2025 Indian Wells R64,L vs Fils,4.1,4.2,4.0,36.4%,24.2%,66.7%,33.3%,48.9%,11.1%,-3.0,-4.3,-8.5,-13.5
2025 Hong Kong R16,L vs Musetti,3.8,4.1,3.4,49.3%,33.3%,50.0%,25.0%,61.1%,20.0%,4.0,4.1,-0.5,-1.0
2024 Bratislava 2 CH QF,L vs Collignon,4.6,4.2,5.1,52.5%,50.0%,40.0%,50.0%,53.6%,5.1%,30.5,16.1,-9.5,-5.7
2024 Almaty F,L vs Khachanov,4.3,4.4,4.2,50.9%,40.9%,36.8%,47.6%,52.5%,14.3%,-3.5,-2.3,3.0,2.3
2024 US Open R64,W vs Fils,3.6,3.6,3.6,54.2%,50.9%,45.0%,54.5%,50.3%,12.7%,-7.5,-4.2,-1.5,-0.9
2024 Lexington CH QF,L vs Fonseca,2.7,3.2,2.4,44.6%,39.1%,20.0%,33.3%,54.6%,11.4%,-6.0,-12.8,4.5,11.5
2024 Chicago CH R16,W vs Fonseca,2.9,2.7,3.1,58.7%,69.6%,33.3%,50.0%,55.6%,5.8%,12.5,21.2,8.0,16.7
2024 Chicago CH R32,W vs Trotter,2.6,2.3,2.8,55.3%,61.9%,33.3%,50.0%,60.4%,15.9%,-10.0,-16.7,7.0,18.9
2022 Fairfield CH F,L vs Mmoh,5.8,4.7,7.2,55.6%,22.2%,30.8%,40.0%,55.3%,2.9%,-9.0,-7.6,-7.5,-7.4
Career (16 matches),,3.5,3.4,3.6,49.8%,45.7%,37.9%,40.4%,55.0%,12.4%,-1.5,-1.5,-1.3,-1.6
