Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Mattia Bellucci [ITA],2,3,40.0%,1,1,0,100.0%,2023,2026,5,0.94,10.1%,4.0%,66.0%,68.6%,50.0%,62.2%,35.5%,67.6%,39.1%
4,Zizou Bergs [BEL],3,1,75.0%,3,2,1,66.7%,2022,2025,4,1.19,7.9%,4.2%,64.7%,73.4%,59.8%,68.6%,37.4%,66.7%,52.2%
4,Karen Khachanov [RUS],1,3,25.0%,2,1,1,50.0%,2024,2025,4,0.84,12.6%,2.9%,66.7%,70.9%,44.9%,62.2%,31.8%,68.4%,27.3%
4,Mitchell Krueger [USA],3,1,75.0%,3,0,3,0.0%,2023,2024,4,1.37,11.1%,2.7%,63.0%,77.0%,58.8%,70.2%,40.7%,75.0%,41.9%
4,Enzo Couacaud [FRA],4,0,100.0%,2,2,0,100.0%,2022,2023,4,1.43,11.6%,5.6%,62.3%,81.4%,55.1%,71.5%,40.7%,66.7%,34.4%
3,Ben Shelton [USA],1,2,33.3%,1,1,0,100.0%,2022,2026,3,0.78,9.1%,5.1%,68.2%,74.8%,44.4%,65.2%,27.1%,22.2%,28.6%
3,Tallon Griekspoor [NED],1,2,33.3%,1,0,1,0.0%,2025,2025,3,1.05,13.4%,4.3%,64.1%,75.0%,51.8%,66.7%,35.0%,52.9%,50.0%
3,Taylor Fritz [USA],0,3,0.0%,2,0,2,0.0%,2025,2025,3,0.76,12.7%,5.9%,69.1%,78.8%,33.7%,64.8%,26.6%,60.0%,50.0%
3,Jaume Munar [ESP],2,1,66.7%,0,0,0,-,2024,2025,3,0.97,11.9%,3.8%,65.1%,70.0%,37.6%,58.7%,40.1%,55.6%,41.2%
3,Matteo Gigante [ITA],2,1,66.7%,2,2,0,100.0%,2023,2025,3,1.22,17.7%,4.3%,67.2%,77.6%,54.1%,69.9%,36.6%,71.4%,29.4%
3,Daniel Altmaier [GER],1,2,33.3%,1,0,1,0.0%,2023,2025,3,1.03,8.5%,3.7%,66.5%,66.4%,54.0%,62.2%,39.0%,68.8%,36.8%
3,Jordan Thompson [AUS],2,1,66.7%,0,0,0,-,2022,2025,3,0.99,8.7%,1.5%,70.3%,68.6%,56.9%,65.1%,34.6%,70.6%,33.3%
3,Lorenzo Musetti [ITA],1,2,33.3%,0,0,0,-,2023,2025,3,0.83,8.7%,1.6%,63.4%,75.0%,44.8%,63.9%,29.9%,56.3%,30.0%
3,Arthur Fils [FRA],1,2,33.3%,1,0,1,0.0%,2024,2025,3,0.86,8.6%,3.9%,59.5%,71.7%,48.9%,62.5%,32.4%,38.5%,50.0%
3,Arthur Cazaux [FRA],1,2,33.3%,2,0,2,0.0%,2023,2024,3,0.99,11.0%,3.5%,68.0%,77.4%,41.1%,65.8%,33.8%,53.8%,17.4%
