Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,16,19,45.7%,37-42,46.8%,402-411,49.4%,10-10,50.0%,31,81.8%,15.5%,11.4%,3.9%,68.4%,74.8%,44.5%,65.2%,33.0%,49.2%,0.95
Clay,10,6,4,60.0%,16-12,57.1%,148-136,52.1%,3-2,60.0%,10,83.0%,20.3%,7.0%,2.6%,67.1%,71.9%,56.5%,66.8%,36.0%,51.2%,1.09
Grass,12,9,3,75.0%,21-10,67.7%,170-141,54.7%,4-1,80.0%,12,90.9%,17.1%,14.3%,2.7%,67.5%,76.8%,55.0%,69.7%,32.9%,51.9%,1.09
Grand Slams,7,3,4,42.9%,13-13,50.0%,133-132,50.2%,2-2,50.0%,7,79.2%,21.4%,10.4%,3.4%,66.9%,73.1%,47.1%,64.5%,34.5%,49.7%,0.97
Masters,22,13,9,59.1%,28-21,57.1%,256-241,51.5%,6-4,60.0%,22,84.5%,18.0%,10.3%,3.8%,68.2%,75.4%,46.6%,66.2%,34.4%,50.5%,1.02
Other Tours,25,13,12,52.0%,28-27,50.9%,285-282,50.3%,8-5,61.5%,24,86.3%,13.7%,12.3%,3.0%,68.1%,74.7%,53.3%,67.9%,32.5%,50.2%,1.01
Best of 5,7,3,4,42.9%,13-13,50.0%,133-132,50.2%,2-2,50.0%,7,79.2%,21.4%,10.4%,3.4%,66.9%,73.1%,47.1%,64.5%,34.5%,49.7%,0.97
Best of 3,50,28,22,56.0%,61-51,54.5%,587-556,51.4%,15-11,57.7%,46,85.4%,15.7%,11.4%,3.3%,68.2%,75.0%,50.1%,67.1%,33.4%,50.3%,1.02
Finals,1,1,0,100.0%,2-0,100.0%,14-11,56.0%,1-0,100.0%,1,100.0%,8.3%,11.7%,2.6%,63.6%,75.5%,75.0%,75.3%,32.1%,53.2%,1.30
Semi-finals,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,1-0,100.0%,1,100.0%,10.0%,6.3%,0.0%,65.6%,83.3%,68.2%,78.1%,35.3%,56.1%,1.61
Quarter-finals,3,1,2,33.3%,2-4,33.3%,28-34,45.2%,1-0,100.0%,3,77.4%,10.0%,13.7%,4.1%,61.9%,74.6%,41.3%,61.9%,32.1%,47.3%,0.84
vs Righties,49,26,23,53.1%,64-57,52.9%,637-606,51.2%,14-13,51.9%,45,83.9%,17.5%,11.3%,3.3%,67.9%,74.5%,49.3%,66.4%,33.5%,50.2%,1.00
vs Lefties,7,4,3,57.1%,8-7,53.3%,71-78,47.7%,3-0,100.0%,7,84.9%,8.2%,9.9%,3.5%,67.5%,74.7%,49.3%,66.4%,32.9%,49.0%,0.98
vs Top 10,9,0,9,0.0%,6-20,23.1%,108-151,41.7%,2-4,33.3%,9,75.8%,9.3%,11.1%,5.4%,68.9%,74.4%,33.7%,61.8%,27.0%,45.1%,0.70
