Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Cincinnati R32,L vs Sinner,45.2%,42.9%,3.2%,1/1,2.28,2.3%,45.2%,42.9%,6.5%,2.17,4.2%,53.8%,42.9%,0.0%,2.38,0.0%
2025 Canada R32,L vs Fritz,58.3%,35.7%,4.2%,1/1,2.15,9.5%,42.3%,27.3%,3.8%,1.92,18.2%,77.3%,41.2%,4.5%,2.38,0.0%
2025 Wimbledon R64,L vs Fritz,54.9%,39.7%,4.5%,3/3,2.20,44.1%,47.7%,42.9%,5.7%,2.17,53.2%,75.6%,35.5%,2.4%,2.27,25.8%
2025 Queens Club R16,L vs Lehecka,37.8%,35.3%,4.4%,2/0,2.04,50.0%,25.9%,14.3%,0.0%,1.80,70.0%,66.7%,50.0%,13.3%,2.50,0.0%
2025 s Hertogenbosch F,W vs Bergs,51.9%,50.0%,2.5%,1/1,1.76,6.7%,47.8%,59.1%,2.2%,1.67,10.7%,66.7%,40.0%,3.3%,1.88,0.0%
2025 Roland Garros R64,L vs Griekspoor,58.6%,59.0%,7.5%,6/3,2.25,6.2%,60.3%,52.3%,9.6%,2.21,10.5%,63.0%,67.6%,5.6%,2.30,0.0%
2025 Madrid QF,L vs Musetti,73.7%,42.9%,1.8%,1/0,2.07,2.3%,66.7%,33.3%,0.0%,1.72,4.8%,85.7%,55.6%,4.8%,2.38,0.0%
2025 Indian Wells R64,L vs Fils,75.7%,28.6%,5.4%,0/2,2.20,0.0%,72.0%,16.7%,4.0%,2.26,0.0%,83.3%,50.0%,8.3%,2.12,0.0%
2025 Hong Kong R16,L vs Musetti,51.0%,36.0%,6.1%,3/0,2.24,35.4%,48.6%,38.9%,5.4%,2.20,29.0%,77.8%,28.6%,11.1%,2.32,47.1%
2024 Bratislava 2 CH QF,L vs Collignon,66.3%,41.5%,6.1%,6/0,2.31,21.4%,63.2%,41.9%,5.9%,2.28,28.3%,84.6%,40.9%,7.7%,2.38,0.0%
2024 Almaty F,L vs Khachanov,65.4%,50.9%,1.2%,0/1,2.43,30.1%,60.3%,51.4%,0.0%,2.48,46.3%,81.8%,50.0%,4.5%,2.34,0.0%
2024 US Open R64,W vs Fils,64.7%,54.5%,0.0%,0/0,2.33,14.5%,61.8%,51.1%,0.0%,2.26,27.8%,73.2%,58.5%,0.0%,2.39,0.0%
2024 Lexington CH QF,L vs Fonseca,49.2%,51.6%,3.2%,1/1,1.86,20.7%,42.5%,58.8%,2.5%,1.72,37.5%,87.5%,42.9%,6.3%,2.04,0.0%
2024 Chicago CH R16,W vs Fonseca,58.6%,64.7%,3.4%,1/1,2.08,26.9%,63.9%,56.5%,2.8%,2.00,33.3%,52.4%,81.8%,4.8%,2.18,18.2%
2024 Chicago CH R32,W vs Trotter,67.3%,59.5%,1.8%,1/0,2.13,46.7%,63.9%,56.5%,2.8%,2.26,47.6%,77.8%,64.3%,0.0%,1.89,44.4%
2022 Fairfield CH F,L vs Mmoh,81.0%,32.4%,0.0%,0/0,2.52,26.8%,84.0%,23.8%,0.0%,2.50,31.0%,81.3%,46.2%,0.0%,2.58,16.7%
Career (16 matches),,59.7%,47.2%,3.6%,64.3%,2.22,21.7%,56.2%,44.7%,3.6%,2.17,30.2%,72.6%,50.7%,4.0%,2.29,7.9%
